# source=llm; anchored on the original lemma (Hebrew/Greek), English gloss used only as a hint
# down-payment: high-confidence marquee + key-term gaps (curated via Claude); the
# resumable build_llm_glosses.py run fills the remaining ~10k codes (skips these).
strong	lemma_ref	en_ref	gloss
G1351	δίλογος	insincere	duplicidad
G1352	διό	therefore	por lo tanto
G1353	διοδεύω	go through	travesía
G1355	διόπερ	for	por eso
G1356	διοπετής	fallen from heaven	caído
G1357	διόρθωσις	reformation	reforma
G1359	Διόσκουροι	twin gods	Dióscuros
G1362	διπλοῦς	double	doble
G1364	δίς	twice	dos veces
G1366	δίστομος	double-edged	bicordo
G1367	δισχίλιοι	two thousand	dosmil
G1371	διχοτομέω	cut in two	partir
G1372	διψάω	thirst	tener sed
G1373	δίψος	thirst	sed
G1374	δίψυχος	double-minded	doble ánimo
G1377	διώκω	pursue	perseguir
G1379	δογματίζω	decree	decretar
G1384	δόκιμος	tested	aprobado
G1389	δολόω	distort	adulterar
G0139	αἵρεσις	sect	secta
G1393	δορκάς	Dorcas	gacela
G1396	δουλαγωγέω	enslave	esclavizar
G1398	δουλεύω	be a slave	servir
G0014	ἀγαθοεργέω	do good	hacer bien
G1400	δοῦλος	slave	siervo
G1401	δοῦλος	slave	esclavo
G1412	δυναμόω	empower	fortalecer
G1418		hard	duro
G0142	αἴρω	take up	levantar
G1421	δυσερμήνευτος	hard to interpret	difícil de interpretar
G1424	δυσμή	west	occidente
G1425	δυσνόητος	hard to understand	difícil de entender
G1429	δωδεκάφυλον	twelve tribes	doce tribus
G0143	αἰσθάνομαι	perceive	percibir
G1432	δωρεάν	freely	gratuitamente
G1438	ἑαυτοῦ	themself	sí mismo
G0144	αἴσθησις	insight	percepción
G1441	ἑβδομηκοντάκις	seventy times	setenta veces
G1444		Hebrew	hebreo
G1445	Ἑβραῖος	Hebrew	hebreo
G1447	Ἑβραϊστί	Hebrew	hebraico
G1449	ἐνγράφω	write in	inscribir
G0145	αἰσθητήριον	sense	órgano sensorial
G1450	ἔγγυος	guarantor	fiador
G1452	ἐγγύτερον	nearer	más cerca
G1454	ἔγερσις	resurrection	resurrección
G1456	ἐνκαίνια	Feast|Festival of Dedication	dedicación
G1457	ἐνκαινίζω	inaugurate	inaugurar
G1459	ἐγκαταλείπω	leave behind	abandonar
G0146	αἰσχροκερδής	greedy	codicioso
G1460	ἐνκατοικέω	live among	habitar
G1468	ἐγκρατής	self-controlled	templado
G0147	αἰσχροκερδῶς	greedily	codiciosamente
G1470	ἐνκρύπτω	mix	mezclar
G1473	ἐγώ	I	yo
G1479	ἐθελοθρησκεία	self-made religion	religiosidad
G0148	αἰσχρολογία	obscenity	obscenidad
G1480	ἐθίζω	be accustomed	acostumbrar
G1483	ἐθνικῶς	Gentile-way	gentílicamente
G1486	ἔθω	have a custom	acostumbrar
G1488		you are	eres
G1489		if indeed	si acaso
G0149		shameful	vergonzoso
G1490		but if not	pero si no
G1493	εἰδωλεῖον	idol's temple	templo
G1494	εἰδωλόθυτος	sacrificed to idols	sacrificado
G1498		may be	sea
G1499		if also	si también
G0015	ἀγαθοποιέω	do good	hacer bien
G1500	εἰκῇ	in vain	en vano
G1502	εἴκω	yield	ceder
G1503	εἴκω	resemble	parecer
G1507		roll up	enrollar
G1508		except	excepto
G1509		except what	excepto algo
G0151	αἰσχρότης	obscenity	indecencia
G1510	εἰμί	be	ser
G1511		exist	existir
G1512		if so	si es así
G1513		if somehow	si de alguna manera
G1514	εἰρηνεύω	be at peace	tener paz
G1517	εἰρηνοποιέω	make peace	hacer paz
G1521	εἰσάγω	bring in	introducir
G1523	εἰσδέχομαι	receive	recibir
G1526		they are	están
G1527		one by one	uno por uno
G1528	εἰσκαλέω	invite	invitar
G0153	αἰσχύνω	be ashamed	avergonzar
G1530	εἰσπηδάω	rush into	precipitarse
G1532	εἰστρέχω	run in	entrar
G1536		if any	alguno
G1541	ἑκατονταετής	hundred years old	centenario
G1542	ἑκατονταπλασίονα	hundred times	céntuplo
G1547		marry	casar
G1548		give in marriage	casar
G1550	ἐκδαπανάω	expend	gastar
G1552	ἔκδηλος	clearly evident	manifiesto
G1553	ἐκδημέω	be away	ausentarse
G1554	ἐκδίδωμι	lease	arrendar
G1556	ἐκδικέω	avenge	vengar
G1557	ἐκδίκησις	vengeance	venganza
G1559	ἐκδιώκω	persecute	perseguir
G1562	ἐκδύω	strip	despojar
G1564	ἐκεῖθεν	from there	allá
G1567	ἐκζητέω	seek out	buscar
G1568	ἐκθαμβέω	be awe-struck	asombrar
G0157	αἰτίωμα	charge	acusación
G1572	ἐκκαίω	be enflamed	encenderse
G1573		lose heart	desanimar
G1579	ἐκκολυμβάω	swim out	nadar
G1580	ἐκκομίζω	carry out	sacar
G1582	ἐκκρεμάννυμι	hang upon	colgar
G1585	ἐκλανθάνω	forget	olvidar
G0159	αἴτιος	causer	culpable
G1590	ἐκλύω	faint	desfallecer
G1593	ἐκνεύω	withdraw	apartarse
G1594	ἐκνήφω	wake up	despertar
G1597	ἔκπαλαι	of old	antaño
G0016	ἀγαθοποιΐα	doing good	beneficencia
G1602	ἐκπλέω	sail out	zarpar
G1603	ἐκπληρόω	fulfill	cumplir
G1605	ἐκπλήσσω	be astonished	asombrar
G1607	ἐκπορεύομαι	depart	proceder
G1608	ἐκπορνεύω	fornicate	fornicar
G1612	ἐκστρέφω	be warped	desviarse
G1613	ἐκταράσσω	disturb greatly	alborotar
G1617	ἐκτένεια	earnestly	fervor
G1618	ἐκτενής	fervent	ferviente
G1619	ἐκτενῶς	fervently	fervorosamente
G0162	αἰχμαλωτεύω	take captive	cautivar
G1622	ἐκτός	outside	fuera
G1625	ἐκτρέφω	nourish	criar
G1626	ἔκτρωμα	untimely birth	abortivo
G1628	ἐκφεύγω	escape	escapar
G0163	αἰχμαλωτίζω	capture	cautivar
G1636	ἐλαία	olive tree	olivo
G1637	ἔλαιον	olive oil	aceite
G1638	ἐλαιών	Olivet	Olivete
G1641	ἐλαττονέω	have little	disminuir
G1642	ἐλαττόω	make less	disminuir
G1643	ἐλαύνω	drive	impulsar
G1647	ἐλαχιστότερος	least	mínimo
G1654	ἐλεημοσύνη	charity	limosna
G1657	ἐλευθερία	freedom	libertad
G1659	ἐλευθερόω	set free	liberar
G1661	ἐλεφάντινος	made of ivory	marfil
G1669	ἑλκόω	have	llagado
G1674	Ἑλληνίς	Gentile	griega
G1675	Ἑλληνιστής	Hellenist	helenista
G1676	Ἑλληνιστί	Greek	griego
G1679	ἐλπίζω	hope	esperar
G0168		uncleanness	inmundicia
G1682	ἐλωῒ	Eloi	Eloi
G1683	ἐμαυτοῦ	myself	mío
G1685	ἐμβάλλω	throw in	lanzar
G1686	ἐμβάπτω	dip in	mojar
G1687	ἐμβατεύω	investigate	indagar
G1688	ἐμβιβάζω	put on board	embarcar
G1689	ἐμβλέπω	look into	mirar
G1690	ἐμβριμάομαι	be agitated	reñir
G1691		me	mí
G1693	ἐμμαίνομαι	be enraged	enfurecer
G1698		I	mí
G0017	ἀγαθοποιός	doing good	bienhechor
G0170	ἀκαιρέομαι	lack opportunity	carecer
G1700	ἐμπαιγμονή	of me	burla
G1704	ἐνπεριπατέω	walk in	andar
G1705	ἐμπίπλημι	fill up	hartar
G1706	ἐμπίπτω	fall into	caer
G1709	ἐμπνέω	breath into	respirar
G1710	ἐμπορεύομαι	traffic in	comerciar
G1711	ἐμπορία	trade	comercio
G1715	ἔμπροσθεν	before	delante
G1718	ἐμφανίζω	show	manifestar
G0172	ἄκακος	innocent	inocente
G1721	ἔμφυτος	implanted	injerto
G1724	ἐνάλιος	marine	marino
G1725	ἔναντι	before	delante
G1726	ἐναντίον	in front of	delante
G1727	ἐναντίος	hostile	contrario
G1731	ἐνδείκνυμι	show	demostrar
G1735	ἐνδέχομαι	be possible	ser posible
G1736	ἐνδημέω	be home	estar en casa
G1739	ἐνδώμησις	material	construcción
G0174	ἀκάνθινος	thorny	espinoso
G1740	ἔνδοξάζω	be glorified	ser glorificado
G1743	ἐνδυναμόω	strengthen	fortalecer
G1744	ἐνδύνω	sneak	infiltrarse
G1745	ἔνδυσις	wearing	vestidura
G1747	ἐνέδρα	plot	celada
G1748	ἐνεδρεύω	ambush	tender emboscada
G0175	ἄκαρπος	unfruitful	estéril
G1751	ἔνειμι	be in	estar dentro
G1752	ἕνεκεν	because of	por causa de
G1757	ἐνευλογέω	be blessed	ser bendecido
G1758	ἐνέχω	oppose	estar en enemistad
G0176	ἀκατάγνωστος	beyond reproach	irreprensible
G1760	ἐνθυμέομαι	reflect on	reflexionar
G1763	ἐνιαυτός	year	año
G1765	ἐνισχύω	strengthen	fortalecerse
G1768		ninety	noventa
G1769	ἐνέος	speechless	mudo
G1771	ἔννοια	thought	pensamiento
G1773	ἔννυχα	at night	nocturno
G1774	ἐνοικέω	dwell in	habitar en
G0178	ἀκατάκριτος	uncondemned	sin juzgar
G1780	ἐνταφιασμός	burial	sepultura
G1782	ἐντεῦθεν	from here	desde aquí
G1786	ἐντόπιος	resident	natural
G1787	ἐντός	inside	dentro
G0179	ἀκατάλυτος	indestructible	indestructible
G1790	ἔντρομος	trembling	temblando
G1799	ἐνώπιον	before	delante
G0180	ἀκατάπαυστος	unceasing	incesante
G1801	ἐνωτίζομαι	listen to	escuchar
G1804	ἐξαγγέλλω	proclaim	proclamar
G1809	ἐξαιτέω	demand	exigir
G0181	ἀκαταστασία	disorder	desorden
G1815	ἐξανάστασις	resurrection	resurrección
G1817	ἐξανίστημι	raise up	levantar
G0182	ἀκατάστατος	restless	inquieto
G1820	ἐξαπορέω	despair	desesperar
G1822	ἐξαρτίζω	finish	completar
G1826	ἔξειμι	go out	permitido
G1827		convict	convencer
G0183		uncontrollable	incontrolable
G1830	ἐξεραυνάω	search out	escudriñar
G1831	ἐξέρχομαι	go out	salir
G1832		be permitted	permitido
G1833	ἐξετάζω	find out	inquirir
G1836	ἑξῆς	next	siguiente
G1840	ἐξισχύω	have power	poder
G1844	ἐξορκίζω	adjure	conjurar
G1849	ἐξουσία	authority	autoridad
G1851	ἐξοχή	prominent	prominencia
G1852	ἐξυπνίζω	awake	despertar
G1853	ἔξυπνος	awake	despierto
G1854	ἔξω	out	fuera
G1855	ἔξωθεν	outside	exterior
G1857	ἐξώτερος	outer	externo
G0186	ἀκλινής	unwavering	inconmovible
G1863	ἐπάγω	bring upon	traer
G1864	ἐπαγωνίζομαι	contend	contender
G1870	ἐπαισχύνομαι	be ashamed of	avergonzarse
G1872	ἐπακολουθέω	follow after	seguir
G1877	ἐπανάγω	set off	zarpar
G1879	ἐπαναπαύω	rest	reposar
G1880	ἐπανέρχομαι	return	volver
G1881	ἐπανίστημι	rebel against	rebelarse
G1887	ἐπαύριον	next day	mañana
G1888		in the very act	in fraganti
G1890	ἐπαφρίζω	foam up	espumajear
G1897		since	puesto que
G1900	ἐπέκεινα	beyond	más allá
G1902	ἐπενδύομαι	be clothed	revestirse
G1904	ἐπέρχομαι	arrive	venir
G1907	ἐπέχω	hold fast	retener
G1910	ἐπιβαίνω	mount	subir
G1911	ἐπιβάλλω	put on	echar mano
G1914	ἐπιβλέπω	look upon	mirar
G1916		cry out	gritar
G1919	ἐπίγειος	earthly	terrestre
G0192	ἀκρασία	self-indulgence	desenfreno
G1921	ἐπιγινώσκω	come to know	reconocer
G1922	ἐπίγνωσις	knowledge	conocimiento
G1924	ἐπιγράφω	write on	escribir
G1926	ἐπιδέχομαι	welcome	recibir
G1928	ἐπιδιατάσσομαι	add to	añadir
G1929	ἐπιδίδωμι	give	entregar
G0193	ἀκρατής	intemperate	desenfrenado
G1930	ἐπιδιορθόω	straighten out	ordenar
G1935	ἐπιθανάτιος	condemned to death	condenado
G1936	ἐπίθεσις	laying on	imposición
G1938	ἐπιθυμητής	one who desires	deseador
G1939	ἐπιθυμία	desire	deseo
G1940	ἐπικαθίζω	sit on	sentarse
G1942	ἐπικάλυμμα	covering	pretexto
G1945	ἐπίκειμαι	lay on	estar puesto
G1948	ἐπικρίνω	decide	decretar
G1952	ἐπιλείπω	be insufficient	faltar
G1962	ἐπινεύω	accept	asentir
G1964	ἐπιορκέω	break an oath	perjurar
G1965	ἐπίορκος	perjurer	perjuro
G1966	ἔπειμι	come later	siguiente
G1968	ἐπιπίπτω	fall	caer
G0197	ἀκριβέστερον	stricter	más exacto
G1970		choke	ahogar
G1975	ἐπιπορεύομαι	come	llegarse
G1977	ἐπιρίπτω	throw on	echar
G0198	ἀκριβόω	be exactly	precisar
G1980	ἐπισκέπτομαι	visit	visitar
G1981	ἐπισκηνόω	rest upon	reposar
G1982	ἐπισκιάζω	overshadow	ensombrecer
G1985	ἐπίσκοπος	overseer	obispo
G1986	ἐπισπάομαι	uncircumcise	retractar
G1989	ἐπιστέλλω	write to	escribir
G1992	ἐπιστολή	epistle	carta
G1994	ἐπιστρέφω	turn	convertirse
G1995	ἐπιστροφή	conversion	conversión
G1996	ἐπισυνάγω	gather	reunir
G1997	ἐπισυναγωγή	gathering	reunión
G1998	ἐπισυντρέχω	run together	concurrir
G1999		insurrection	insurrección
G0020	ἀγαλλίασις	joy	regocijo
G20001		be made desert	desolarse
G20002		helplessness	desamparo
G20003		ill-advised,.	imprudente
G20004		goodness	bondad
G20005		insolence	insolencia
G20006		be insolent	ensoberbecerse
G20007		feats of mastery	valentía
G20008		arrogant	arrogante
G20009		service	servicio
G20010		sanctify	santificar
G20011		service	servicio
G20013		purification	purificación
G20014		city	ciudad
G20015		wifeless	sin esposa
G20016		sisterly	fraternal
G20017		as befits a brother	según conviene a hermanos
G20018		without molestation	sin molestia
G20019		headstrong	terco
G2002	ἐπισωρεύω	accumulate	acumular
G20020		unworthy	indigno
G20021		useless	inútil
G20022		be incapable	incapacitarse
G20023		grey	gris
G20024		immune	sin daño
G20025		faithlessness	infidelidad
G20026		direct	dirigir
G20027		gathering	reunión
G20028		impunity	impunidad
G20029		goat's skin	piel de cabra
G20030		wrench, shock	maltrato
G20031		cat	gato
G20032		be bloody	ensangrentar
G20033		blood-sprinkled	salpicado de sangre
G20034		one who chooses	elegidor
G20035		uncovered, unveiled	descubierto
G20036		unconquerable	inconquistable
G20037		be unstable	desestabilizar
G20038		spotless	inmaculado
G20039		sleepless, unresting	insomne
G20040		inhuman	inhumano
G20041		never tires of	incansable
G20042		long to hear	anhelar oír
G20043		be proud	ser preciso
G20044		undiscriminating	indiscriminado
G20045		jut out	sobresalir
G20046		with foreign foe	enemigo extranjero
G20047		become native	naturalizarse
G20048		becoming native	naturalización
G20049		be dim-sighted	ver borroso
G20050		gloomy	sombrío
G20051		gloomy	sombrío
G20052		decree of amnesty	amnistía
G20053		forgivingness	perdón
G20054		amnesty	amnistía
G20055		stainless	impecable
G20056		vengeance, requital	venganza
G20057		put on	ponerse
G20058		going up, ascent	ascenso
G20059		return to life	resurrección
G20060		low relief	relieve bajo
G20061		abominable wickedness	abominación
G20062		inerudite et	inculto
G20063		emergence	emergencia
G20064		bowl	cuenco
G20065		resembling	análogo
G20066		renew youth	rejuvenecer
G20067		mount up	elevarse
G20068		correct oneself	retractarse
G20069		recall	recuerdo
G2007	ἐπιτίθημι	put	imponer
G20070		clamorous	clamoreo
G20071		eastwards	oriente
G20072		bravery	valentía
G20073		become a man	virilizarse
G20074		census	censo
G20075		incapable of artistic representation	inefable
G20076		incessant	incesante
G20077		without permission	sin permiso
G20079		plaster	invencible
G20080		opener	abridor
G20081		pour forth	derramar
G20082		cause to revert	revertir
G20083		think oneself equal to	equipararse
G20084		lie over against	yacer frente
G20085		facing	frente
G20086		be clothed about	envolver
G20087		accident	obstáculo
G20088		repel by force	repeler
G20089		be contrary	contradecir
G20090		incomparable	incomparable
G20091		wrong	defraudar
G20092		unnoticed	inadvertido
G20093		take leave of	despedirse
G20094		beguiling	seducción
G20095		foolish	insensato
G20096		opposite	opuesto
G20097		unlamented	sin lamentos
G20098		continually	sin distracción
G20099		happily	felizmente
G0201	ἀκροατήριον	hall	sala
G20100		err	errar
G20101		insatiable	insaciable
G20102		draw	extraer
G20103		anything cast away	desecho
G20104		tithe	diezmar
G20105		forbidden	prohibir
G20106		cistern	cisterna
G20107		arevelation	revelación
G20108		evacuate	vaciar
G20109		shut off, enclosed	cerrado
G20110		remove	remover
G20111		kill	matar
G20112		remove the mitre	destituir
G20113		scarify	raspar
G20114		deflower	desflorar
G20115		sell	vender
G20116		be angry	enojar
G20117		breaking	ruptura
G20118		breakup	quiebre
G20120		regard	mirar
G20121		scatter widely	dispersar
G20122		be shaved bare	rasurar
G20123		be tortured	torturar
G20124		hurl	arrojar
G20125		be childless	estéril
G20126		tow	estopa
G20127		repay	pagar
G20128		precisely	tajante
G20129		pour out	derramar
G20130		self-sufficient	autosuficiente
G20131		undaunted	intrépido
G20132		far from	lejos
G20133		replusion	repulsión
G20134		levy	tributo
G20135		silver worker	platero
G20136		spread	extender
G20137		recitation of	recitación
G20138		virtuous	virtuoso
G20139		instruments of torture	instrumento
G20140		bear	oso
G20141		fitting, harmonious	armonioso
G20142		ploughing	labranza
G20143		be ploughed	arar
G20144		deposit paid	depósito
G20145		brave.	valiente
G20146		aršan	varón
G20147		priestess	sacerdotisa
G20148		be high-priest	ser sumo sacerdote
G20149		high-priesthood	sumo sacerdocio
G20150		heron	garza
G20151		weak-minded	pusilánime
G20152		leathern canteen	odre
G20153		unsteady, unstable	inestable
G20154		lewd, filthy	impuro
G20155		do business	ocuparse
G20156		have no children	carecer de hijos
G20157		dishonour	deshonra
G20158		invaluable	invaluable
G20159		wickedness, misdeed	impiedad
G20160		difficult	difícil
G20161		restriction	autoridad
G20162		taking immediate effect	inmediato
G20163		doorkeeper	portero
G20164		free will	libertad
G20165		absolute master	amo absoluto
G20166		wild, natural	silvestre
G20167		taxation	tributo
G20168		far from home	forastero
G20169		guiding, leading	dirección
G20170		copy	imagen
G20171		untaxed	exento de impuestos
G20172		act foolishly	obrar neciamente
G20173		unable to escape	inescapable
G20174		vast, immense	inmenso
G20175		unprofitableness, worthlessness	inutilidad
G20176		unintelligible	ininteligible
G20177		bai	bai
G20178		deep-roaring	profundo
G20179		be dim-sighted	ser miope
G2018	ἐπιφέρω	inflict	infligir
G20180		jealousy	envidia
G20181		archives	archivo
G20182		bring forth	brotar
G20183		buzzing	zumbido
G20184		ox-yoke	yugo
G20185		brief	breve
G20186		stink	hedor
G20187		papyrus	papirácea
G20188		papyrus	papiro
G20189		living in the deep	abismal
G20190		give milk	amamantar
G20191		suckle	lactancia
G20192		creator	creador
G20193		fashioner, creator	artífice
G20194		produce	producto
G20195		old age	vejez
G20196		be born	nacer
G20197		coffin	caja
G20198		diviner	adivino
G20199		be subject to spermatorrhoea	fluir
G20200		for	pues
G20201		torch-bearing	antorchería
G20202		thumb-screw	torniquete
G20203		lend	prestar
G20204		be cowardly	acobardarse
G20205		be afraid	temer
G20206		fainthearted	pusilánime
G20207		be in straits	angustiarse
G20208		multiply by ten	decuplicar
G20209		head of a	decarconte
G20210		approve	aprobar
G20211		joint	articulación
G20212		enjoy ownership of . .	dominar
G20213		speak a second time	repetir
G20214		wretched	miserable
G20215		be popular	demagogia
G20216		penetrate	atravesar
G20217		declare	proclamar
G20218		stand in dread of	atemorizar
G20219		fly in all directions	dispersarse
G20220		turn by entreaty	persuadir
G20221		cause to sit apart	aislar
G20222		keep on foot	mantener
G20223		dive and swim across	cruzar nadando
G20224		minute observance	minuciosidad
G20225		digression	digresión
G20226		set with precious stones	adornado
G20227		railing, abuse	injuria
G20228		carp at	murmurar
G20229		dismember	despedazar
G20230		lie in wait for continually	acechar
G20231		attempt	tentar
G20232		interceed	interceder
G20233		be consumed with thirst	consumirse
G20234		arrange in order	ordenar
G20235		declare	declarar
G20236		disperse	dispersar
G20237		leap about	saltar
G20238		arrangement, compact	acuerdo
G20239		glance like lightning	brillar
G20240		whistle idly	silbar
G20241		seal up	sellar
G20242		be arranged, regulated by agreement	ordenado
G20243		take quite away	quitar
G20244		be envied	envidiar
G20245		whisper	susurrar
G20246		double burden, load	doble carga
G20247		peep out	asomar
G20248		fill completely	llenar
G20249		distortedly	torcidamente
G20250		righteous judge	juez justo
G20251		forensic speeches	discurso
G20252		vengeance	venganza
G20253		be very angry	enfurecerse
G20254		rise early	madrugar
G20255		of books, editor, reviser	revisor
G20256		canal	canal
G20257		number of twenty thousand	veinte mil
G20258		worth two talents	dos talentos
G20259		mid-menstrual period	mitad del mes
G2026	ἐποικοδομέω	build up	edificar
G20260		spear-carrying	lancero
G20261		body-guard	guardia
G20262		eye	ojo
G20263		natural resources	recursos
G20264		most miserable	miserable
G20265		hard to escape	inescapable
G20266		hard to narrate	inefable
G20267		restless	inquieto
G20268		infamous, shameful	infame
G20269		be ill-affected	desconfiar
G2027	ἐπικέλλω	run aground	encallar
G20270		misfortune	desgracia
G20271		unlucky in war	derrotado
G20272		impious act	impiedad
G20273		keep the Sabbath	guardar
G20274		be near akin	emparentar
G20275		stretch the limbs upon	extender
G20276		set-firm	afirmar
G20277		offer sacrifice	sacrificar
G20278		divide into teams	dividir
G20279		bury in	enterrar
G2028	ἐπονομάζω	name	llamar
G20280		engraved inscription	inscripción
G20281		be adorned	adornar
G20282		acquisition of territory	conquista
G20283		be willing	querer
G20284		by nations, as a whole nation	nacionalmente
G20285		where	dónde
G20286		likeness	semejanza
G20287		odious, ugly look	fealdad
G20288		forms of knowledge	conocimiento
G20289		constrain	constreñir
G20290		carve upon	grabar
G20291		plunge into	sumergir
G20292		overhang	sobresalir
G20293		profane	profanar
G20294		expell	expulsar
G20295		has broken in upon	irrumpido
G20296		erruption	erupción
G20297		bringforth	engendrar
G20298		scare	espantar
G20299		make to change one's habits	transformar
G0203	ἀκροβυστία	uncircumcision	incircuncisión
