# multi-word expressions (M1): target phrase -> original lexeme(s); lang=ben; from bcv-commons/lexeme-alignments; content+same-testament, count>=2. CC0
surface	strongs	lexemes	kind	confidence	count	methods
অমমীনাদবের নহশোন	H5177	hbo:5177	fertility	1.0	4	eflomal
অমমীশদদযের অহীযেষর	H0295	hbo:0295	fertility	1.0	4	eflomal
অমরিযের অমরিয	H0568	hbo:0568	fertility	1.0	3	eflomal
অযিহুদি মেযেদেরকে	H5237	hbo:5237	fertility	1.0	4	eflomal
অরণোন নদীর	H0769	hbo:0769	fertility	1.0	2	eflomal
অরাবা উপতযকা	H6160	hbo:6160	fertility	1.0	4	eflomal
অরাবা উপতযকার	H6160	hbo:6160	fertility	1.0	4	eflomal
অরাম নহরযিম	H0763	hbo:0763	fertility	1.0	2	eflomal
অরামীয ভাষায	H0762	hbo:0762	fertility	1.0	3	eflomal
অলোন গাছের	H0437	hbo:0437	fertility	1.0	2	eflomal
অষটারোৎ দেবীর মুরততিগুলো	H6253	hbo:6253	fertility	1.0	2	eflomal
অসবীকার করেছিলে	G0720	grc:720	fertility	1.0	2	eflomal
অসরিযের অসরিয	H5838	hbo:5838	fertility	1.0	2	eflomal
অসরীকাম বোখরূ	H5840	hbo:5840	fertility	1.0	2	eflomal
আইন কানুন মেনে	G3551	grc:3551	fertility	1.0	3	eflomal
আগমন কালে	G3952	grc:3952	fertility	1.0	3	eflomal
আগমনের দিন	G2250	grc:2250	fertility	1.0	2	eflomal
আগুন পোহাতে	G2328	grc:2328	fertility	1.0	2	eflomal
আগুনে উপহার	H0801	hbo:0801	fertility	1.0	6	eflomal
আগুনে করা উপহার	H0801	hbo:0801	fertility	1.0	2	eflomal
আগুনে তৈরী	H0801	hbo:0801	fertility	1.0	3	eflomal
আগুনে তৈরী উপহার	H0801	hbo:0801	fertility	1.0	8	eflomal
আগুনে দেওযা	G4442	grc:4442	fertility	1.0	4	eflomal
আগুনের আগুনের	H0784	hbo:0784	fertility	1.0	4	eflomal
আগেই বলেছিলেন	G4302	grc:4302	fertility	1.0	2	eflomal
আগের অবসথা	H6927	hbo:6927	fertility	1.0	3	eflomal
আঘাত পেযেছি	H2470	hbo:2470	fertility	1.0	2	eflomal
আঙগুর কষেত	H3754	hbo:3754	fertility	1.0	24	eflomal
আঙগুর কুণড	H3342	hbo:3342	fertility	1.0	4	eflomal
আঙগুর কুণডের	H3342	hbo:3342	fertility	1.0	2	eflomal
আঙগুর খেত	H3754	hbo:3754	fertility	1.0	4	eflomal
আঙগুর খেতের	G0290	grc:290	fertility	1.0	2	eflomal
আঙগুর গাছ	H1612	hbo:1612	fertility	1.0	3	eflomal
আঙগুর মাডাই	H1869	hbo:1869	fertility	1.0	3	eflomal
আঙগুর লতার	H1612	hbo:1612	fertility	1.0	2	eflomal
আঙগুরের রসের	H3196	hbo:3196	fertility	1.0	2	eflomal
আঙুর খেতের	G0290	grc:290	fertility	1.0	2	eflomal
আচার আচরণ	H1870	hbo:1870	fertility	1.0	4	eflomal
আছেন আছেন	H2416	hbo:2416	fertility	1.0	2	eflomal
আজকের দিন	H3117	hbo:3117	fertility	1.0	5	eflomal
আটদের খামারে	H0329	hbo:0329b	fertility	1.0	2	eflomal
আটার কাঠের	H2935	hbo:2935	fertility	1.0	2	eflomal
আতমপকষ সমরথনের	G0627	grc:627	fertility	1.0	4	eflomal;gloss
আতমা আতমা	H7307	hbo:7307	fertility	1.0	2	eflomal
আদালতে তরক	H7378	hbo:7378	fertility	1.0	2	eflomal
আদেশ দিলেন	G2753	grc:2753	fertility	1.0	8	eflomal
আদেশে সবাকষর	H7560	hbo:7560	fertility	1.0	2	eflomal
আননদ গান	H7442	hbo:7442	fertility	1.0	2	eflomal
আননদে চিতকার	H7440	hbo:7440	fertility	1.0	2	eflomal
আননদের সহভাগী	G5479	grc:5479	fertility	1.0	2	eflomal
আননি বলিদানের	H2077	hbo:2077	fertility	1.0	2	eflomal
আপনার ইচছা	G2309	grc:2309	fertility	1.0	5	eflomal
আবরণীয অনাবৃত	H6172	hbo:6172	fertility	1.0	15	eflomal
আবার ফিরিযে	H7725	hbo:7725	fertility	1.0	3	eflomal
আবাস তাঁবু	H4908	hbo:4908	fertility	1.0	2	eflomal
আমাকেই গরহণ	G1209	grc:1209	fertility	1.0	3	eflomal
আমাদের আছে	G2192	grc:2192	fertility	1.0	3	eflomal
আমার আছে	G2192	grc:2192	fertility	1.0	4	eflomal
আমার ইচছা	G2309	grc:2309	fertility	1.0	5	eflomal
আমোদ পরমোদ	G2165	grc:2165	fertility	1.0	3	eflomal
আমোসের যিশাইয	H3470	hbo:3470a	fertility	1.0	8	eflomal
আমোসের যিশাইযের	H3470	hbo:3470a	fertility	1.0	3	eflomal
আযোজনের দিন	G3904	grc:3904	fertility	1.0	5	eflomal
আলফেযের ছেলে	G0256	grc:256	fertility	1.0	4	eflomal
আশরয নিই	H2620	hbo:2620	fertility	1.0	2	eflomal
আশেপাশের গরামগুলো	H1323	hbo:1323	fertility	1.0	4	eflomal
আশেরা খুঁটি	H0842	hbo:0842	fertility	1.0	3	eflomal
আশেরা মূরততি	H0842	hbo:0842	fertility	1.0	11	eflomal
আশেরা মূরতিগুলি	H0842	hbo:0842	fertility	1.0	4	eflomal
আসতে অনুমতি	G2010	grc:2010	fertility	1.0	3	eflomal
আসবে আসবে	H0935	hbo:0935	fertility	1.0	2	eflomal
আসা থাকে তাতে	G3306	grc:3306	fertility	1.0	2	eflomal
আসার বছরের	H8141	hbo:8141	fertility	1.0	2	eflomal
ইগলৎ শলিশীযা	H5697	hbo:5697a	fertility	1.0	2	eflomal
ইচছা আমার	G2309	grc:2309	fertility	1.0	2	eflomal
ইচছা পূরণ	G2307	grc:2307	fertility	1.0	2	eflomal
ইচছা মেনে	G2307	grc:2307	fertility	1.0	2	eflomal
ইচছাদতত উপহার	H5071	hbo:5071	fertility	1.0	2	eflomal
ইতিহাস বইতে	H5612	hbo:5612	fertility	1.0	3	eflomal
ইনদরিয দমন	G1467	grc:1467	fertility	1.0	2	eflomal
ইবরীয ভাষায	H3066	hbo:3066	fertility	1.0	4	eflomal
ইলীযাসা ইলীযাসার	H0501	hbo:0501	fertility	1.0	2	eflomal
ইসরাযেল ইসরাযেলের	H3478	hbo:3478	fertility	1.0	2	eflomal
ইসরাযেলীযদের বিদরোহের	G3894	grc:3894	fertility	1.0	2	eflomal
ইসরাযেলের ইসরাযেলের	H3478	hbo:3478	fertility	1.0	3	eflomal
ইহূদি নেতারা	G2453	grc:2453	fertility	1.0	4	eflomal
ইৎসিযোন গেবর	H6100	hbo:6100	fertility	1.0	2	eflomal
ঈশবর আমাদের	H5329	hbo:5329	fertility	1.0	3	eflomal
ঈশবরের বাডির	H0426	hbo:0426	fertility	1.0	2	eflomal
ঈষেবল ফেলছিলেন	H0348	hbo:0348	fertility	1.0	2	eflomal
উঁচু গুলির	H1116	hbo:1116	fertility	1.0	2	eflomal
উঁচু জাযগা	H1116	hbo:1116	fertility	1.0	10	eflomal
উঁচু জাযগাগুলি	H1116	hbo:1116	fertility	1.0	2	eflomal
উঁচু জাযগাগুলো	H1116	hbo:1116	fertility	1.0	2	eflomal
উঁচু সথান	H1116	hbo:1116	fertility	1.0	10	eflomal
উঁচু সথানগুলিতে	H1116	hbo:1116	fertility	1.0	2	eflomal
উঁচু সথানগুলোতে	H1116	hbo:1116	fertility	1.0	2	eflomal
উঁচু সথানগুলোর	H1116	hbo:1116	fertility	1.0	3	eflomal
উঁচু সথানে	H1116	hbo:1116	fertility	1.0	5	eflomal
উজজবল দাগ	H0934	hbo:0934	fertility	1.0	2	eflomal
উটের পিঠে	H1581	hbo:1581	fertility	1.0	3	eflomal
উঠলেন থেমে	G2869	grc:2869	fertility	1.0	2	eflomal
উততরে বললেন	H0559	hbo:0559	fertility	1.0	2	eflomal
উতসব সভা	H6116	hbo:6116	fertility	1.0	2	eflomal
উদদেশযে আগুনে	H0801	hbo:0801	fertility	1.0	2	eflomal
উদযের দিকে	H4217	hbo:4217	fertility	1.0	2	eflomal
উপডে ফেলব	H5428	hbo:5428	fertility	1.0	4	eflomal
উপদেশ দিচছিলেন	G1321	grc:1321	fertility	1.0	3	eflomal
উপদেশ দিচছেন	G1321	grc:1321	fertility	1.0	2	eflomal
উপরে করতৃতব	G2961	grc:2961	fertility	1.0	2	eflomal
উপরে দোষ	G2723	grc:2723	fertility	1.0	2	eflomal
উপরে দোষারোপ	G2723	grc:2723	fertility	1.0	3	eflomal
উপরের ঘরে	G5253	grc:5253	fertility	1.0	2	eflomal
উপহার ভূমি	H8641	hbo:8641	fertility	1.0	4	eflomal
উপহার ভূমির	H8641	hbo:8641	fertility	1.0	2	eflomal
উপাসনা গৃহে	G2411	grc:2411	fertility	1.0	2	eflomal
উপাসনা ঘরটা	G3485	grc:3485	fertility	1.0	2	eflomal
উপাসনা ঘরে	G2411	grc:2411	fertility	1.0	6	eflomal
উপাসনার উঁচু	H1116	hbo:1116	fertility	1.0	3	eflomal
উপুড হযে পরণাম	H5457	hbo:5457	fertility	1.0	3	eflomal
উলঙগতা অনাবৃত	H6172	hbo:6172	fertility	1.0	3	eflomal
এই কথা বলেন	H5002	hbo:5002	fertility	1.0	3	eflomal
একজন রাজতব	H4427	hbo:4427	fertility	1.0	2	eflomal
একটা ঘোডা	G2462	grc:2462	fertility	1.0	2	eflomal
একতরে জডো	H0622	hbo:0622	fertility	1.0	3	eflomal
একসঙগে জডো	G4863	grc:4863	fertility	1.0	3	eflomal
এবদের গাল	H1603	hbo:1603	fertility	1.0	4	eflomal
এভাবে বাদ	H1197	hbo:1197a	fertility	1.0	3	eflomal
এমনকি ধারমিক	H6663	hbo:6663	fertility	1.0	2	eflomal
এরণড গাছটির	H7021	hbo:7021	fertility	1.0	2	eflomal
এলিয কেউ	G2243	grc:2243	fertility	1.0	2	eflomal
এলোন বনের	H0436	hbo:0436	fertility	1.0	3	eflomal
এৎসর দীশন	H1789	hbo:1789	fertility	1.0	3	eflomal
ঐশবরযয সমপততি	H6239	hbo:6239	fertility	1.0	2	eflomal
ওপারে গেরাসেনীদের	G1086	grc:1086	fertility	1.0	2	eflomal
ওবেদ ইদোম	H5654	hbo:5654	fertility	1.0	6	eflomal
ওবেদ ইদোমের	H5654	hbo:5654	fertility	1.0	12	eflomal
ঔরসে জনমাবে	H4578	hbo:4578	fertility	1.0	2	eflomal
কঠিন করতৃতব	H7287	hbo:7287	fertility	1.0	2	eflomal
কঠিন কোরো	G4645	grc:4645	fertility	1.0	3	eflomal
করতে পারবে	G1410	grc:1410	fertility	1.0	2	eflomal
করতে পারলেন	G1410	grc:1410	fertility	1.0	2	eflomal
করতে পারেন	G1410	grc:1410	fertility	1.0	3	eflomal
করুশ বহন	G4716	grc:4716	fertility	1.0	2	eflomal
করুশে টাঙিযে	G2910	grc:2910	fertility	1.0	2	eflomal
করুশে হত	G4717	grc:4717	fertility	1.0	4	eflomal
করূবের ছবি	H3742	hbo:3742	fertility	1.0	2	eflomal
করেথীয পলেথীযদের	H3774	hbo:3774	fertility	1.0	3	eflomal
করোধ নেমে	H7110	hbo:7110	fertility	1.0	4	eflomal
করোধে জবলে	H0639	hbo:0639	fertility	1.0	2	eflomal
কষমা কোরো	H5545	hbo:5545	fertility	1.0	8	eflomal
কষোদিত পরতিমা	H6459	hbo:6459	fertility	1.0	7	eflomal
কষোদিত পরতিমাগুলিকে	H6456	hbo:6456	fertility	1.0	2	eflomal
কাঁকডা বিছা	H6137	hbo:6137	fertility	1.0	4	eflomal
কাঁটা কাঁটাগাছ	H6975	hbo:6975	fertility	1.0	3	eflomal
কাঁধের ফিতের	H3802	hbo:3802	fertility	1.0	2	eflomal
কাউকেও না	G3367	grc:3367	fertility	1.0	3	eflomal
কাছে গিযে	G4334	grc:4334	fertility	1.0	9	eflomal
কাছে দাঁডালেন	G3936	grc:3936	fertility	1.0	2	eflomal
কাছে দাঁডিযে	G3936	grc:3936	fertility	1.0	2	eflomal
কাছে দাঁডিযেছিল	G3936	grc:3936	fertility	1.0	5	eflomal
কাছে পরচার	G2097	grc:2097	fertility	1.0	2	eflomal
কাছেও সুসমাচার	G2097	grc:2097	fertility	1.0	2	eflomal
কাজে নিযুকত	H4399	hbo:4399	fertility	1.0	2	eflomal
কাটা পাথর	H1496	hbo:1496	fertility	1.0	2	eflomal
কাঠের বহন	H6086	hbo:6086	fertility	1.0	4	eflomal
কাতর সবরে	H1897	hbo:1897	fertility	1.0	2	eflomal
কাদেশ বরণেয	H6947	hbo:6947	fertility	1.0	6	eflomal
কাদেশ বরণেযে	H6947	hbo:6947	fertility	1.0	2	eflomal
কাদেশে মিশরের	H6946	hbo:6946	fertility	1.0	2	eflomal
কাননার শবদ	H2201	hbo:2201	fertility	1.0	2	eflomal
কানে কানে	G3775	grc:3775	fertility	1.0	2	eflomal
কানের দুল	H5141	hbo:5141	fertility	1.0	3	eflomal
কালেব চাও	H3612	hbo:3612	fertility	1.0	2	eflomal
কিছুই নেই	G3762	grc:3762	fertility	1.0	2	eflomal
কিছুতে দেবে	H4916	hbo:4916	fertility	1.0	2	eflomal
কিবরোৎ হততাবা	H6914	hbo:6914	fertility	1.0	2	eflomal
কিরিযৎ অরব	H7153	hbo:7153	fertility	1.0	2	eflomal
কিরিযৎ যিযারীম	H7157	hbo:7157	fertility	1.0	8	eflomal
কিরিযৎ যিযারীমে	H7157	hbo:7157	fertility	1.0	2	eflomal
কিরিযৎ যিযারীমের	H7157	hbo:7157	fertility	1.0	7	eflomal
কিরিযৎ সেফর	H7158	hbo:7158a	fertility	1.0	2	eflomal
কিরিযৎ সেফরকে	H7158	hbo:7158a	fertility	1.0	2	eflomal
কিলিকিযা পরদেশের	G2791	grc:2791	fertility	1.0	2	eflomal
কিশমিশের পিঠে	H0809	hbo:0809	fertility	1.0	3	eflomal
কুমারীতবের চিহন	H1331	hbo:1331	fertility	1.0	5	eflomal
কুষঠ রুগীরা	G3015	grc:3015	fertility	1.0	2	eflomal
কুষঠরোগ উদধার	H6883	hbo:6883	fertility	1.0	2	eflomal
কেউই না	G3762	grc:3762	fertility	1.0	2	eflomal
কেটে ফেলা	H3772	hbo:3772	fertility	1.0	3	eflomal
কেডে নিতে	G0726	grc:726	fertility	1.0	2	eflomal
কেনীয হেবরের	H2268	hbo:2268	fertility	1.0	2	eflomal
কোণের পাথর	G1137	grc:1137	fertility	1.0	2	eflomal
কোথাও অসমমানিত	G0820	grc:820	fertility	1.0	2	eflomal
কোনটা সহজ	G2123	grc:2123	fertility	1.0	2	eflomal
কোনটি শরেষঠ	G3173	grc:3173	fertility	1.0	2	eflomal
কোমর বেঁধে	G4024	grc:4024	fertility	1.0	3	eflomal
কোরহ কোরহের	H7141	hbo:7141	fertility	1.0	2	eflomal
খচচরে বসিযে	H6506	hbo:6506	fertility	1.0	2	eflomal
খরীষটকে নিনদা	G0987	grc:987	fertility	1.0	2	eflomal
খাঁটি সোনা	G5553	grc:5553	fertility	1.0	2	eflomal
খাডা পাহাডের	H5553	hbo:5553	fertility	1.0	3	eflomal
খাবার খাচছেন	G2068	grc:2068	fertility	1.0	2	eflomal
খাবার খাবে	H0398	hbo:0398	fertility	1.0	2	eflomal
খাবার রুটি	G0740	grc:740	fertility	1.0	2	eflomal
খামি রুটি	H4682	hbo:4682	fertility	1.0	2	eflomal
খামি রুটির	H4682	hbo:4682	fertility	1.0	2	eflomal
খামিবিহীন রুটিগুলি	H4682	hbo:4682	fertility	1.0	2	eflomal
খামিরহীন রুটির	G0106	grc:106	fertility	1.0	2	eflomal
খামিহীন রুটি	H4682	hbo:4682	fertility	1.0	2	eflomal
খালি হাতে	G2756	grc:2756	fertility	1.0	4	eflomal
খুঁজে পেতে	H4672	hbo:4672	fertility	1.0	3	eflomal
খুঁজে পেলাম	H4672	hbo:4672	fertility	1.0	2	eflomal
খুঁটি ভেঙে ফেলব	H7665	hbo:7665	fertility	1.0	2	eflomal
খুব সুগনধি তেল	G3464	grc:3464	fertility	1.0	2	eflomal
খুবই ছোট	H6996	hbo:6996a	fertility	1.0	2	eflomal
খুলে নিল	G1562	grc:1562	fertility	1.0	2	eflomal
খেজুর গাছ	H8561	hbo:8561	fertility	1.0	10	eflomal
খেতে বসলেন	G0345	grc:345	fertility	1.0	2	eflomal
গদলিযকে শাসনকরততা	H1436	hbo:1436a	fertility	1.0	2	eflomal
গনতবয পথে	H1870	hbo:1870	fertility	1.0	2	eflomal
গভীর গরতের	G0012	grc:12	fertility	1.0	2	eflomal
গভীর জলের	H8415	hbo:8415	fertility	1.0	2	eflomal
গভীরভাবে ঘুমিযে	H8639	hbo:8639	fertility	1.0	2	eflomal
গরভবতী সতরীলোকদের পেট চিরে	H2030	hbo:2030	fertility	1.0	2	eflomal
গরম কালের ফল	H7019	hbo:7019	fertility	1.0	2	eflomal
গরমের ফল	H7019	hbo:7019	fertility	1.0	3	eflomal
গরাম শহর	H5892	hbo:5892	fertility	1.0	2	eflomal
গরামে গরামে	G2968	grc:2968	fertility	1.0	7	eflomal
গরুর গাডি	H5699	hbo:5699	fertility	1.0	6	eflomal
গরুর পাল	H1241	hbo:1241	fertility	1.0	2	eflomal
গলার শবদ	G5456	grc:5456	fertility	1.0	3	eflomal
গলার সবর	H6963	hbo:6963	fertility	1.0	5	eflomal
গশূরীযদের মাখাথীযদের	H1651	hbo:1651	fertility	1.0	2	eflomal
গাছপালাহীন উঁচু	H8205	hbo:8205	fertility	1.0	2	eflomal
গাদির মনহেম	H4505	hbo:4505	fertility	1.0	2	eflomal
গাধার বাচচা	G4454	grc:4454	fertility	1.0	2	eflomal
গাধার বাচচাটিকে	G4454	grc:4454	fertility	1.0	3	eflomal
গাযে থুথু	G1716	grc:1716	fertility	1.0	4	eflomal
গাযের রং লালচে	H0132	hbo:0132	fertility	1.0	2	eflomal
গালে চড মারে	G4600	grc:4600	fertility	1.0	2	eflomal
গিদিযোনির অবীদান	H1441	hbo:1441	fertility	1.0	4	eflomal
গিলিযদের গিলিযদ	H1568	hbo:1568	fertility	1.0	2	eflomal
গুটানো কাগজটি	H4039	hbo:4039	fertility	1.0	6	eflomal
গুপত সতয	G3466	grc:3466	fertility	1.0	3	eflomal
গুলমেঁদি গাছগুলোর	H1918	hbo:1918	fertility	1.0	3	eflomal
গুলি উঠল	H1486	hbo:1486	fertility	1.0	3	eflomal
গুলিবাঁটের পেল	H1486	hbo:1486	fertility	1.0	2	eflomal
গেঁথে তুলবার	G3619	grc:3619	fertility	1.0	3	eflomal
গেঁথে তোলা	G3618	grc:3618	fertility	1.0	2	eflomal
গেঁথে তোলার	G3619	grc:3619	fertility	1.0	2	eflomal
গেঁথে তোলে	G3618	grc:3618	fertility	1.0	3	eflomal
গেলেন কবর	H6912	hbo:6912	fertility	1.0	5	eflomal
গোটানো বইটি	H4039	hbo:4039	fertility	1.0	2	eflomal
গোপন তততবের	G3466	grc:3466	fertility	1.0	2	eflomal
গোপনে দেখেন	G2927	grc:2927	fertility	1.0	3	eflomal
গোপনে বরতমান	G2927	grc:2927	fertility	1.0	2	eflomal
গোপনে সৈনযদল	H0693	hbo:0693	fertility	1.0	2	eflomal
গোষঠী গোষঠী	H4940	hbo:4940	fertility	1.0	3	eflomal
গোষঠী থেকে গোষঠী	H4940	hbo:4940	fertility	1.0	6	eflomal
গোষঠীর গুরুতর	H6390	hbo:6390	fertility	1.0	2	eflomal
ঘটনা ঘটবে	G1096	grc:1096	fertility	1.0	2	eflomal
ঘাঁটি বসায	H0693	hbo:0693	fertility	1.0	2	eflomal
ঘাডের ফিতের	H3802	hbo:3802	fertility	1.0	2	eflomal
ঘাসের বেডে	H2682	hbo:2682	fertility	1.0	2	eflomal
ঘুমিযে পডলেন	H7901	hbo:7901	fertility	1.0	4	eflomal
ঘুমিযে পডেছেন	G2518	grc:2518	fertility	1.0	4	eflomal
ঘুমিযে রযেছে	G2518	grc:2518	fertility	1.0	2	eflomal
ঘুরতে ঘুরতে	G1330	grc:1330	fertility	1.0	3	eflomal
ঘৃণার চোখে	H8581	hbo:8581	fertility	1.0	3	eflomal
চললিশ বছর	G5063	grc:5063	fertility	1.0	2	eflomal
চাদরে জডালেন পাথর	G4616	grc:4616	fertility	1.0	2	eflomal
চাপানো জোযাল	H5923	hbo:5923	fertility	1.0	2	eflomal
চাবুক মারবে	G3146	grc:3146	fertility	1.0	2	eflomal
চারণ ভূমি	H5116	hbo:5116	fertility	1.0	2	eflomal
চাষী বীজ	G4687	grc:4687	fertility	1.0	2	eflomal
চিতকার লাগল	G2896	grc:2896	fertility	1.0	2	eflomal
চিনতে পারবে	G1921	grc:1921	fertility	1.0	2	eflomal
চিনতে পারল	G1921	grc:1921	fertility	1.0	2	eflomal
চিনতে পেরে	H5234	hbo:5234	fertility	1.0	2	eflomal
চিহন অদভুত	H4159	hbo:4159	fertility	1.0	2	eflomal
চিহন আশচরযয	G4592	grc:4592	fertility	1.0	2	eflomal
চুকতির বিশবসততায	H2617	hbo:2617	fertility	1.0	6	eflomal
চুকতির বিশবসততার	H2617	hbo:2617	fertility	1.0	2	eflomal
চুলগুলিও গোনা	G0705	grc:705	fertility	1.0	2	eflomal
চেঁচিযে উঠলেন	H2199	hbo:2199	fertility	1.0	2	eflomal
চেটে খেল	H3952	hbo:3952	fertility	1.0	2	eflomal
চেষটা করছিল	G2212	grc:2212	fertility	1.0	5	eflomal
চোখের জলে	H1832	hbo:1832	fertility	1.0	3	eflomal
চোখের জলের	G1144	grc:1144	fertility	1.0	3	eflomal
চোখের পাতা	H6079	hbo:6079	fertility	1.0	2	eflomal
চোযালের হাড	H3895	hbo:3895	fertility	1.0	2	eflomal
ছডিযে পডতে	H6327	hbo:6327	fertility	1.0	2	eflomal
ছডিযে পডল	G3650	grc:3650	fertility	1.0	3	eflomal
ছডিযে পডেছিল	H5080	hbo:5080	fertility	1.0	2	eflomal
ছডিযে ফেলে	G4650	grc:4650	fertility	1.0	2	eflomal
ছাঁচে ঢালা পরতিমা	H4541	hbo:4541	fertility	1.0	3	eflomal
ছাঁচে মূরততি	H4541	hbo:4541	fertility	1.0	2	eflomal
ছাগল ষাঁড	H1241	hbo:1241	fertility	1.0	2	eflomal
ছাগলের বাচচা	H1423	hbo:1423	fertility	1.0	2	eflomal
ছাগলের লোম	H5795	hbo:5795	fertility	1.0	2	eflomal
ছাগলের লোমের	H5795	hbo:5795	fertility	1.0	4	eflomal
ছাদের নামুক	G1430	grc:1430	fertility	1.0	2	eflomal
ছেলে ছেলেরা	H1121	hbo:1121	fertility	1.0	3	eflomal
ছেলের জনম	H3205	hbo:3205	fertility	1.0	3	eflomal
ছেলের নাম	H8034	hbo:8034	fertility	1.0	3	eflomal
ছেলের সতরী	H3618	hbo:3618	fertility	1.0	5	eflomal
জঘনয জিনিসগুলি	H8251	hbo:8251	fertility	1.0	3	eflomal
জঘনয দেবতা	H8251	hbo:8251	fertility	1.0	3	eflomal
জনয থাকার তৈরী	G2090	grc:2090	fertility	1.0	2	eflomal
জবলনত ফেলে	H0861	hbo:0861	fertility	1.0	3	eflomal
জমির ফলের	H1061	hbo:1061	fertility	1.0	2	eflomal
জলের জল	H4325	hbo:4325	fertility	1.0	2	eflomal
জাগো জাগো	H5782	hbo:5782	fertility	1.0	2	eflomal
জানতে পারল	G1921	grc:1921	fertility	1.0	3	eflomal
জানালাও খুলে	H0699	hbo:0699	fertility	1.0	2	eflomal
জানে না	G0050	grc:50	fertility	1.0	2	eflomal
জাবর কাটে	H1625	hbo:1625	fertility	1.0	9	eflomal
জাবর কাটে বটে	H1625	hbo:1625	fertility	1.0	2	eflomal
জাযগায জাযগায	G5117	grc:5117	fertility	1.0	3	eflomal
জাল ফেলছেন জেলে	G0231	grc:231	fertility	1.0	2	eflomal
জাহাজে পরবেশ	H8392	hbo:8392	fertility	1.0	2	eflomal
জিনিসপতর চুরি	G1283	grc:1283	fertility	1.0	2	eflomal
জীবন দেন	G2227	grc:2227	fertility	1.0	2	eflomal
জীবনত দিবয	H2416	hbo:2416	fertility	1.0	4	eflomal
জীবনত দিবযি	H2416	hbo:2416	fertility	1.0	30	eflomal
জীবনত পরাণী	G2226	grc:2226	fertility	1.0	5	eflomal
জীবনত পরাণীটি	G2226	grc:2226	fertility	1.0	2	eflomal
জীবনের দিবয	H2416	hbo:2416	fertility	1.0	3	eflomal
জীবিত দিবযি	H2416	hbo:2416	fertility	1.0	3	eflomal
জুতো পরো	H5275	hbo:5275	fertility	1.0	2	eflomal
জুতোর ফিতে	G5266	grc:5266	fertility	1.0	2	eflomal
জেগে ওঠ	G1127	grc:1127	fertility	1.0	2	eflomal
জেগে ওঠে	H6974	hbo:6974a	fertility	1.0	4	eflomal
জেগে থাক	G1127	grc:1127	fertility	1.0	7	eflomal
জেগে থাকতে	G1127	grc:1127	fertility	1.0	4	eflomal
জেগে থাকো	G1127	grc:1127	fertility	1.0	3	eflomal
জেলখানায বনদী	G5438	grc:5438	fertility	1.0	2	eflomal
জেলে বনদি	G5438	grc:5438	fertility	1.0	2	eflomal
জৈতুন পরবত	G3735	grc:3735	fertility	1.0	2	eflomal
