# multi-word expressions (M1): target phrase -> original lexeme(s); lang=fra; from bcv-commons/lexeme-alignments; content+same-testament, count>=2. CC0
surface	strongs	lexemes	kind	confidence	count	methods
balak tenait	H5324	hbo:5324	fertility	1.0	2	eflomal
balle emportée	H4671	hbo:4671	fertility	1.0	2	eflomal
bamoth baal	H1181	hbo:1181a	fertility	1.0	2	gloss
bandes armées	H1416	hbo:1416	fertility	1.0	2	eflomal
bannière avec	H1714	hbo:1714	fertility	1.0	3	eflomal
bath schéba	H1339	hbo:1339	fertility	1.0	20	eflomal;gloss
battants portes	H1817	hbo:1817	fertility	1.0	2	eflomal
battront verges	G3146	grc:3146	fertility	1.0	2	eflomal
beau frère	H2992	hbo:2992	fertility	1.0	6	eflomal;gloss
beer schéba	H0884	hbo:0884	fertility	1.0	64	eflomal;gloss
belle sœur	H2994	hbo:2994	fertility	1.0	8	eflomal;gloss
belles filles	H3618	hbo:3618	fertility	1.0	10	eflomal;gloss
beth araba	H1026	hbo:1026	fertility	1.0	6	eflomal;gloss
beth aven	H1007	hbo:1007	fertility	1.0	14	eflomal;gloss
beth bara	H1012	hbo:1012	fertility	1.0	4	eflomal;gloss
beth hakkérem	H1021	hbo:1021	fertility	1.0	4	eflomal;gloss
beth horon	H1032	hbo:1032	fertility	1.0	10	eflomal
beth jeschimoth	H1020	hbo:1020	fertility	1.0	3	eflomal
beth schan	H1052	hbo:1052	fertility	1.0	5	eflomal;gloss
beth schean	H1052	hbo:1052	fertility	1.0	12	eflomal;gloss
beth schémesch	H1030,H1053	hbo:1030,hbo:1053	phrasal	1.0	21	eflomal;gloss
beth tsur	H1049	hbo:1049	fertility	1.0	8	eflomal;gloss
bien aimés	G0027	grc:27	fertility	1.0	29	eflomal
bientôt dissipe	H7925	hbo:7925	fertility	1.0	2	eflomal
bois olivier	H6086	hbo:6086	fertility	1.0	4	eflomal
boisson enivrante	H7941	hbo:7941	fertility	1.0	3	eflomal
boissons fortes	H7941	hbo:7941	fertility	1.0	10	eflomal;gloss
bonne odeur	G2175	grc:2175	fertility	1.0	2	eflomal
bonne santé	G5198	grc:5198	fertility	1.0	2	gloss
bonne volonté	G4288	grc:4288	fertility	1.0	5	eflomal;gloss
bons raisins	H6025	hbo:6025	fertility	1.0	2	eflomal
bout quelques	H7093	hbo:7093	fertility	1.0	3	eflomal
brûler parfums	H6999	hbo:6999	fertility	1.0	2	eflomal
brûlera sur	H6999	hbo:6999	fertility	1.0	7	eflomal
buisson épines	H0329	hbo:0329	fertility	1.0	2	eflomal
bâtit dessus	G2026	grc:2026	fertility	1.0	2	eflomal
bâtons envoyée	G3586	grc:3586	fertility	1.0	2	eflomal
bête morte	H5038	hbo:5038	fertility	1.0	10	eflomal;gloss
bêtes sauvages	G2342	grc:2342	fertility	1.0	3	eflomal
cause crime	H5771	hbo:5771	fertility	1.0	2	eflomal
cause flux	H2101	hbo:2101	fertility	1.0	2	eflomal
cause grand nombre	H7230	hbo:7230	fertility	1.0	2	eflomal
cause iniquité	H5771	hbo:5771	fertility	1.0	3	eflomal
cause iniquités	H5771	hbo:5771	fertility	1.0	4	eflomal
cause justice	H6666	hbo:6666	fertility	1.0	2	eflomal
causer mort	H4191	hbo:4191	fertility	1.0	2	eflomal
cela fut imputé	G3049	grc:3049	fertility	1.0	2	eflomal
cela imputé	G3049	grc:3049	fertility	1.0	2	eflomal
celles allaiteront	G2337	grc:2337	fertility	1.0	3	eflomal
certaine distance	H3530	hbo:3530	fertility	1.0	2	eflomal
ceux craignent	H3373	hbo:3373	fertility	1.0	5	eflomal
ceux haïssent	H8130	hbo:8130	fertility	1.0	4	eflomal
ceux pillaient	H8154	hbo:8154	fertility	1.0	2	eflomal
chambre haute	G0508,G5253	grc:508,grc:5253	phrasal	1.0	6	eflomal;gloss
chambres latérales	H6763	hbo:6763	fertility	1.0	6	eflomal
champ nouveau	H5215	hbo:5215	fertility	1.0	4	eflomal;gloss
chantez louanges	H8416	hbo:8416	fertility	1.0	2	eflomal
chants triomphe	H7440	hbo:7440	fertility	1.0	2	eflomal
charbons ardents	H1513	hbo:1513	fertility	1.0	6	eflomal
chargerais péché	H2399	hbo:2399	fertility	1.0	2	eflomal
chaîne trame	H8359	hbo:8359	fertility	1.0	2	eflomal
chef chantres	H5329	hbo:5329	fertility	1.0	6	eflomal
chef synagogue	G0752	grc:752	fertility	1.0	7	eflomal
chefs issus	H0441	hbo:0441	fertility	1.0	4	eflomal
chefs militaires	G5506	grc:5506	fertility	1.0	6	eflomal;gloss
chercha querelle	H7378	hbo:7378	fertility	1.0	6	eflomal;gloss
cherche refuge	H2620	hbo:2620	fertility	1.0	2	eflomal
chevaux trait	H7393	hbo:7393	fertility	1.0	2	eflomal
chiens sauvages	H0338	hbo:0338	fertility	1.0	4	eflomal;gloss
châtierai scorpions	H6137	hbo:6137	fertility	1.0	2	eflomal
cinq cents	G4001	grc:4001	fertility	1.0	4	eflomal;gloss
cinq mille	G4000	grc:4000	fertility	1.0	12	eflomal;gloss
cognée mise	G0513	grc:513	fertility	1.0	2	eflomal
collège anciens	G4244	grc:4244	fertility	1.0	2	eflomal
colonnes posant	H5982	hbo:5982	fertility	1.0	2	eflomal
combat engagea	H4421	hbo:4421	fertility	1.0	2	eflomal
comme cachets	H2368	hbo:2368	fertility	1.0	2	eflomal
commencèrent à	G0756	grc:756	fertility	1.0	2	eflomal
commença à	G0756	grc:756	fertility	1.0	3	eflomal
commençait à	G0756	grc:756	fertility	1.0	2	eflomal
commis péché	H2398	hbo:2398	fertility	1.0	2	eflomal
compagnon captivité	G4869	grc:4869	fertility	1.0	2	eflomal
compagnon service	G4889	grc:4889	fertility	1.0	2	eflomal
compagnon œuvre	G4904	grc:4904	fertility	1.0	2	eflomal
comptés nombrés	H4487	hbo:4487	fertility	1.0	2	eflomal
confie cause	H7379	hbo:7379	fertility	1.0	2	eflomal
conspiration conspiration	H7195	hbo:7195	fertility	1.0	2	eflomal
consulté urim	H0224	hbo:0224	fertility	1.0	2	eflomal
contenait baths	H1324	hbo:1324	fertility	1.0	2	eflomal
contre irrité	H2194	hbo:2194	fertility	1.0	2	eflomal
corbeilles pleines	G4711	grc:4711	fertility	1.0	2	eflomal
cornes frapperas	H5055	hbo:5055	fertility	1.0	2	eflomal
coudées avait	H0520	hbo:0520	fertility	1.0	2	eflomal
couleur bleue	H8504	hbo:8504	fertility	1.0	3	eflomal
couleur rouge	H8350	hbo:8350	fertility	1.0	4	eflomal;gloss
coupa jarrets	H6131	hbo:6131	fertility	1.0	3	eflomal
couper habits	H4063	hbo:4063	fertility	1.0	2	eflomal
coupera morceaux	H5409	hbo:5409	fertility	1.0	2	eflomal
couvert honte	H0954	hbo:0954	fertility	1.0	2	eflomal
cris guerre	H8643	hbo:8643	fertility	1.0	2	eflomal
crochets tringles	H2053	hbo:2053	fertility	1.0	2	eflomal
croissent lis	G2918	grc:2918	fertility	1.0	2	eflomal
croissent plaine	H8219	hbo:8219	fertility	1.0	2	eflomal
crurent point	G0569	grc:569	fertility	1.0	2	eflomal
cuschan rischeathaïm	H3573	hbo:3573	fertility	1.0	8	eflomal;gloss
cuves regorgeront	H3342	hbo:3342	fertility	1.0	2	eflomal
célébreras fête	H2282	hbo:2282	fertility	1.0	2	eflomal
côté autre	H8573	hbo:8573	fertility	1.0	2	eflomal
côté ci	H5676	hbo:5676	fertility	1.0	5	eflomal
cœur content	H3820	hbo:3820	fertility	1.0	3	eflomal
dans allégresse	H1523	hbo:1523	fertility	1.0	3	eflomal
dans détresse	H6887	hbo:6887	fertility	1.0	3	eflomal
de de pétrie	H1101	hbo:1101	fertility	1.0	20	eflomal
delà monceau	H1530	hbo:1530	fertility	1.0	2	eflomal
demain matin	H1242	hbo:1242	fertility	1.0	2	eflomal
demandé compte	G1567	grc:1567	fertility	1.0	4	eflomal;gloss
demeurez fermes	G4739	grc:4739	fertility	1.0	10	eflomal;gloss
demeuré vivant	H2421	hbo:2421	fertility	1.0	2	eflomal
depuis ans	G2094	grc:2094	fertility	1.0	4	eflomal
depuis longtemps	G5550	grc:5550	fertility	1.0	2	eflomal
depuis vente	H4465	hbo:4465	fertility	1.0	2	eflomal
dernière cime	H7093	hbo:7093	fertility	1.0	2	eflomal
descendent famille	H4940	hbo:4940	fertility	1.0	3	eflomal
desséchée soif	H6772	hbo:6772	fertility	1.0	2	eflomal
destinés service	H5656	hbo:5656	fertility	1.0	3	eflomal
deux cent	G1250	grc:1250	fertility	1.0	3	eflomal
devait accoucher	G4130	grc:4130	fertility	1.0	2	gloss
devenir enceinte	H2030	hbo:2030	fertility	1.0	2	eflomal
devenue pâle	H3544	hbo:3544	fertility	1.0	3	eflomal
devenus esclaves	G1402	grc:1402	fertility	1.0	4	eflomal;gloss
deviendrais faible	H2470	hbo:2470	fertility	1.0	2	eflomal
deviendras solitude	H8077	hbo:8077	fertility	1.0	2	eflomal
devient pauvre	H4134	hbo:4134	fertility	1.0	3	eflomal
devient sage	H2449	hbo:2449	fertility	1.0	2	eflomal
devint enceinte	H2029	hbo:2029	fertility	1.0	20	eflomal
devint infect	H0887	hbo:0887	fertility	1.0	2	eflomal
dictée de	H6310	hbo:6310	fertility	1.0	2	eflomal
dieux étrangers	H2114	hbo:2114b	fertility	1.0	2	eflomal
digne mort	H4194	hbo:4194	fertility	1.0	2	eflomal
dirent rabschaké	H7262	hbo:7262	fertility	1.0	2	eflomal
dirigea seuil	H4670	hbo:4670	fertility	1.0	2	eflomal
diront heureux	H0833	hbo:0833a	fertility	1.0	2	eflomal
discours moqueurs	H4912	hbo:4912	fertility	1.0	4	eflomal;gloss
disent heureuse	H0833	hbo:0833a	fertility	1.0	4	eflomal;gloss
dispersé ennemis	H0341	hbo:0341	fertility	1.0	2	eflomal
dite coq	G0220	grc:220	fertility	1.0	2	eflomal
divinement averti	G5537	grc:5537	fertility	1.0	10	eflomal;gloss
dois renoncer	H2308	hbo:2308	fertility	1.0	3	eflomal
doive être	G0601	grc:601	fertility	1.0	4	eflomal;gloss
doivent honnêtes	G4586	grc:4586	fertility	1.0	3	eflomal
donna cet ordre	H6680	hbo:6680	fertility	1.0	5	eflomal
donna festin	H4960	hbo:4960	fertility	1.0	2	eflomal
donne boire	H8248	hbo:8248	fertility	1.0	2	eflomal
donne intelligence	H0995	hbo:0995	fertility	1.0	3	eflomal
donne ordres	H6680	hbo:6680	fertility	1.0	3	eflomal
donner explication	H6591	hbo:6591	fertility	1.0	2	eflomal
donnerai ordres	H6680	hbo:6680	fertility	1.0	4	eflomal
donné ordre	H6680	hbo:6680	fertility	1.0	8	eflomal
dons spirituels	G4152	grc:4152	fertility	1.0	2	eflomal
douleurs enfantement	G5605	grc:5605	fertility	1.0	2	eflomal
dressa monument	H4676	hbo:4676	fertility	1.0	2	eflomal
droit aînesse	H1062	hbo:1062	fertility	1.0	3	eflomal
dure servitude	H7186	hbo:7186	fertility	1.0	3	eflomal
dure toujours	H5769	hbo:5769	fertility	1.0	20	eflomal
dureté cœur	G4641	grc:4641	fertility	1.0	3	eflomal
déclarera impur	H2930	hbo:2930	fertility	1.0	5	eflomal
déclarera pur	H2891	hbo:2891	fertility	1.0	6	eflomal
déclaré pur	G2511	grc:2511	fertility	1.0	2	eflomal
découvert secret	G2927	grc:2927	fertility	1.0	2	eflomal
découvriras la	H1540	hbo:1540	fertility	1.0	8	eflomal
défaut corporel	H3971	hbo:3971a	fertility	1.0	6	eflomal
dépassent nombre	H5736	hbo:5736	fertility	1.0	2	eflomal
déployèrent ailes	H3671	hbo:3671	fertility	1.0	2	eflomal
déposent contre	G2649	grc:2649	fertility	1.0	4	eflomal;gloss
déroberas diras	G2813	grc:2813	fertility	1.0	2	eflomal
dévoua interdit	H2763	hbo:2763	fertility	1.0	4	eflomal
dévouer interdit	H2763	hbo:2763	fertility	1.0	4	eflomal
dévouâmes interdit	H2763	hbo:2763	fertility	1.0	3	eflomal
dévouèrent interdit	H2763	hbo:2763	fertility	1.0	4	eflomal
dévouées interdit	H2764	hbo:2764	fertility	1.0	3	eflomal
dévoués interdit	H2763	hbo:2763	fertility	1.0	2	eflomal
emmena captifs	H1540	hbo:1540	fertility	1.0	9	eflomal;gloss
emmena captivité	H1540	hbo:1540	fertility	1.0	2	eflomal
emporta morceaux	G2801	grc:2801	fertility	1.0	2	eflomal
endroits pierreux	G4075	grc:4075	fertility	1.0	6	eflomal;gloss
enduiras chaux	H7875	hbo:7875	fertility	1.0	2	eflomal
enregistrés généalogies	H3187	hbo:3187	fertility	1.0	4	eflomal
entendis voix	G5456	grc:5456	fertility	1.0	3	eflomal
entendit parler	G0191	grc:191	fertility	1.0	2	eflomal
entendu parler	G0191	grc:191	fertility	1.0	5	eflomal
entièrement ronde	H5696	hbo:5696	fertility	1.0	2	eflomal
entièrement étoffe	H3632	hbo:3632	fertility	1.0	2	eflomal
entrassent chaleur	H3179	hbo:3179	fertility	1.0	2	eflomal
envoie exprès	G3992	grc:3992	fertility	1.0	2	eflomal
envoya chercher	H7971	hbo:7971	fertility	1.0	2	eflomal
envoya messagers	H7971	hbo:7971	fertility	1.0	2	eflomal
esprit enleva	H7307	hbo:7307	fertility	1.0	2	eflomal
esther conduite	H0635	hbo:0635	fertility	1.0	2	eflomal
examinera plaie	H5061	hbo:5061	fertility	1.0	6	eflomal
excitèrent jalousie	H7065	hbo:7065	fertility	1.0	2	eflomal
excité jalousie	H7065	hbo:7065	fertility	1.0	2	eflomal
expiation péché	H2403	hbo:2403	fertility	1.0	2	eflomal
exécuté desseins	H4209	hbo:4209	fertility	1.0	2	eflomal
face contre	H0639	hbo:0639	fertility	1.0	3	eflomal
faire expiation	H3722	hbo:3722	fertility	1.0	7	eflomal
faire résider	H7931	hbo:7931	fertility	1.0	2	eflomal
fais la	H5414	hbo:5414	fertility	1.0	2	eflomal
fais vin	G3631	grc:3631	fertility	1.0	2	eflomal
faisaient paître	G1006	grc:1006	fertility	1.0	3	eflomal
faisaient route	G4848	grc:4848	fertility	1.0	2	eflomal
faisait service	H8334	hbo:8334	fertility	1.0	2	eflomal
faisant bonne chère	G4910	grc:4910	fertility	1.0	2	eflomal
faisant tour	H5362	hbo:5362a	fertility	1.0	2	eflomal
faisons boire	H8248	hbo:8248	fertility	1.0	2	eflomal
fait délices	H8191	hbo:8191	fertility	1.0	3	eflomal
faites guerre	H3898	hbo:3898	fertility	1.0	2	eflomal
faites mal	H7489	hbo:7489	fertility	1.0	2	eflomal
familles selon	H4940	hbo:4940	fertility	1.0	2	eflomal
faut force	H1369	hbo:1369	fertility	1.0	2	eflomal
faut lier	H0631	hbo:0631	fertility	1.0	2	eflomal
faux christs faux prophètes	G5578	grc:5578	fertility	1.0	2	eflomal
faux frères	G5569	grc:5569	fertility	1.0	2	eflomal
faux prophète	G5578	grc:5578	fertility	1.0	4	eflomal
faux prophètes	G5578	grc:5578	fertility	1.0	4	eflomal
femme libre	G1658	grc:1658	fertility	1.0	4	eflomal
femme stérile	H6135	hbo:6135	fertility	1.0	2	eflomal
femmes moudront	G0229	grc:229	fertility	1.0	2	eflomal
fera aspersion	H5137	hbo:5137	fertility	1.0	6	eflomal
fera expiation	H3722	hbo:3722	fertility	1.0	15	eflomal
fera mourir	H4191	hbo:4191	fertility	1.0	3	eflomal
ferai cesser	H7673	hbo:7673	fertility	1.0	7	eflomal
feras cuire	H1310	hbo:1310	fertility	1.0	4	eflomal
feras racheter	H6299	hbo:6299	fertility	1.0	3	eflomal
feront service	H8334	hbo:8334	fertility	1.0	2	eflomal
fidèle fidèle	G4103	grc:4103	fertility	1.0	2	eflomal
fils alphée	G0256	grc:256	fertility	1.0	2	eflomal
fils mattathias fils	G3161	grc:3161	fertility	1.0	2	eflomal
firent partie dénombrement	H6485	hbo:6485	fertility	1.0	2	eflomal
fleur farine	H5560	hbo:5560	fertility	1.0	25	eflomal
fleurs épanouies	H6731	hbo:6731	fertility	1.0	4	eflomal
fleuve fleuve	H5104	hbo:5104	fertility	1.0	2	eflomal
font délices	H8191	hbo:8191	fertility	1.0	2	eflomal
font service	H8334	hbo:8334	fertility	1.0	3	eflomal
forme sentencieuse	H4912	hbo:4912	fertility	1.0	2	eflomal
fourmillera grenouilles	H6854	hbo:6854	fertility	1.0	2	eflomal
frappés langueur	H4743	hbo:4743	fertility	1.0	2	eflomal
frayez frayez	H5549	hbo:5549	fertility	1.0	4	eflomal;gloss
froid bouillant	G2200	grc:2200	fertility	1.0	2	eflomal
fruits été	H7019	hbo:7019	fertility	1.0	2	eflomal
furent rassasiés	G5526	grc:5526	fertility	1.0	2	eflomal
furent remplis	G4130	grc:4130	fertility	1.0	4	eflomal
furent saisis	G5399	grc:5399	fertility	1.0	13	eflomal;gloss
fusses chef	H5057	hbo:5057	fertility	1.0	2	eflomal
fête pendant	H2282	hbo:2282	fertility	1.0	3	eflomal
fête pâque	G3957	grc:3957	fertility	1.0	2	eflomal
fûtes rebelles	H4784	hbo:4784	fertility	1.0	3	eflomal
garda silence	G4623	grc:4623	fertility	1.0	2	eflomal
gardèrent silence	G4601	grc:4601	fertility	1.0	2	eflomal
gath rimmon	H1667	hbo:1667	fertility	1.0	6	eflomal;gloss
gauche dépend	G2176	grc:2176	fertility	1.0	2	eflomal
gelée blanche	H3713	hbo:3713a	fertility	1.0	4	eflomal;gloss
gens embuscade	H0693	hbo:0693	fertility	1.0	3	eflomal
gouverneur schethar	H6347	hbo:6347	fertility	1.0	2	eflomal
gouverneurs enfants	H0539	hbo:0539a	fertility	1.0	2	eflomal
grain rôti	H7039	hbo:7039	fertility	1.0	8	eflomal;gloss
grain tombé	H5599	hbo:5599a	fertility	1.0	2	gloss
grains sable	H2344	hbo:2344	fertility	1.0	2	eflomal
grand lobe	H3508	hbo:3508	fertility	1.0	22	eflomal;gloss
grand nombre	H7230,H7227	hbo:7230,hbo:7227	phrasal	1.0	30	eflomal;gloss
grands juges	H0148	hbo:0148	fertility	1.0	4	eflomal;gloss
gros orteil	H0931	hbo:0931	fertility	1.0	5	eflomal
grosses pierres	H1419	hbo:1419	fertility	1.0	4	eflomal
grâces rendues	G5485	grc:5485	fertility	1.0	3	eflomal
guibbethon appartenait	H1405	hbo:1405	fertility	1.0	2	eflomal
gémis dedans	H1993	hbo:1993	fertility	1.0	2	eflomal
génération génération	H1755	hbo:1755	fertility	1.0	2	eflomal
haroscheth goïm	H2800	hbo:2800a	fertility	1.0	5	eflomal;gloss
hatsar schual	H2705	hbo:2705	fertility	1.0	8	eflomal;gloss
hatsar énan	H2704	hbo:2704	fertility	1.0	4	eflomal;gloss
hatsatson thamar	H2688	hbo:2688	fertility	1.0	4	eflomal;gloss
haut lieu	H1116	hbo:1116	fertility	1.0	27	eflomal;gloss
haut placée	H5945	hbo:5945	fertility	1.0	4	eflomal;gloss
haute retraite	H4869	hbo:4869	fertility	1.0	5	eflomal
haute taille	H4060,H7311	hbo:4060,hbo:7311	phrasal	1.0	10	eflomal;gloss
haute élevée	H1364	hbo:1364	fertility	1.0	2	eflomal
herbes amères	H4844	hbo:4844	fertility	1.0	4	eflomal;gloss
heure même	G5610	grc:5610	fertility	1.0	5	eflomal
heure venue	G5610	grc:5610	fertility	1.0	5	eflomal
heureuse vieillesse	H7872	hbo:7872	fertility	1.0	4	eflomal
holocaustes sacrifices	G3646	grc:3646	fertility	1.0	2	eflomal
homme prudent	H6175	hbo:6175	fertility	1.0	6	eflomal
hommes droits	H3477	hbo:3477	fertility	1.0	45	eflomal;gloss
hommes rusés	H6175	hbo:6175	fertility	1.0	2	gloss
héritage sort	H5159	hbo:5159	fertility	1.0	3	eflomal
hérodias dansa	G2266	grc:2266	fertility	1.0	2	eflomal
idole astarté	H0842	hbo:0842	fertility	1.0	3	eflomal
idoles astarté	H0842	hbo:0842	fertility	1.0	4	eflomal
image fonte	H4541	hbo:4541	fertility	1.0	3	eflomal
image taillée	H6459	hbo:6459	fertility	1.0	37	eflomal;gloss
images taillées	H6459,H6456	hbo:6459,hbo:6456	phrasal	1.0	14	eflomal;gloss
indisposition menstruelle	H5079	hbo:5079	fertility	1.0	5	eflomal;gloss
iniquités commises	H5771	hbo:5771	fertility	1.0	2	eflomal
isch boscheth	H0378	hbo:0378	fertility	1.0	22	eflomal;gloss
israël ton	H3478	hbo:3478	fertility	1.0	2	eflomal
jabès galaad	H3003	hbo:3003b	fertility	1.0	9	eflomal
jeta défi	H2778	hbo:2778	fertility	1.0	2	eflomal
jeta pieds	G4363	grc:4363	fertility	1.0	2	eflomal
jeune femme	H5291	hbo:5291	fertility	1.0	28	eflomal;gloss
jeune lion	H3715	hbo:3715	fertility	1.0	2	eflomal
jeunes gens	H5288	hbo:5288	fertility	1.0	29	eflomal;gloss
jeunes hommes	H0970	hbo:0970	fertility	1.0	3	eflomal
jischbak schuach	H3435	hbo:3435	fertility	1.0	2	eflomal
joindrez offrande	H4503	hbo:4503	fertility	1.0	5	eflomal
joueurs flûte	G0834	grc:834	fertility	1.0	2	eflomal
jour là	G2250	grc:2250	fertility	1.0	3	eflomal
jour mois	H2320	hbo:2320	fertility	1.0	24	eflomal
jour repos	H7676	hbo:7676	fertility	1.0	2	eflomal
jour semaine	G4521	grc:4521	fertility	1.0	4	eflomal
juda duré	H3063	hbo:3063	fertility	1.0	2	eflomal
jude fils	G2455	grc:2455	fertility	1.0	2	eflomal
jugements exercent	H4941	hbo:4941	fertility	1.0	2	eflomal
jugés dignes	G2661	grc:2661	fertility	1.0	2	gloss
jure même	H7650	hbo:7650	fertility	1.0	4	eflomal
justice équité	H6666	hbo:6666	fertility	1.0	2	eflomal
jérusalem jérusalem	G2419	grc:2419	fertility	1.0	2	eflomal
jésus leur	G2424	grc:2424	fertility	1.0	2	eflomal
jésus lui	G2424	grc:2424	fertility	1.0	3	eflomal
kadès barnéa	H6947	hbo:6947	fertility	1.0	20	eflomal;gloss
kenaana approché	H3668	hbo:3668	fertility	1.0	2	eflomal
kibroth hattaava	H6914	hbo:6914	fertility	1.0	10	eflomal;gloss
kirjath arba	H7153	hbo:7153	fertility	1.0	7	eflomal
kirjath baal	H7154	hbo:7154	fertility	1.0	4	eflomal;gloss
kirjath jearim	H7157	hbo:7157	fertility	1.0	36	eflomal;gloss
kirjath sépher	H7158	hbo:7158a	fertility	1.0	4	eflomal
lachaï roï	H0883	hbo:0883	fertility	1.0	6	eflomal;gloss
laissa aller	H7971	hbo:7971	fertility	1.0	3	eflomal
laissa échapper	H7604	hbo:7604	fertility	1.0	2	eflomal
