# multi-word expressions (M1): target phrase -> original lexeme(s); lang=rus; from bcv-commons/lexeme-alignments; content+same-testament, count>=2. CC0
surface	strongs	lexemes	kind	confidence	count	methods
молодой лев	H3715	hbo:3715	fertility	1.0	4	eflomal;gloss
молодым львом	H3715	hbo:3715	fertility	1.0	5	eflomal;gloss
молодыми львами	H3715	hbo:3715	fertility	1.0	4	eflomal;gloss
молодых ослах	H5895	hbo:5895	fertility	1.0	2	eflomal
моровой язвы	H1698	hbo:1698	fertility	1.0	5	eflomal
моровою язвою	H1698	hbo:1698	fertility	1.0	2	eflomal
моровую язву	H1698	hbo:1698	fertility	1.0	14	eflomal;gloss
мужественных подвигах	H1369	hbo:1369	fertility	1.0	10	eflomal;gloss
муки лучшей	H5560	hbo:5560	fertility	1.0	6	eflomal;gloss
мучилась родами	H2342	hbo:2342a	fertility	1.0	2	eflomal
навьюченных ослов	H2280	hbo:2280	fertility	1.0	2	eflomal
надень царские	H3847	hbo:3847	fertility	1.0	2	eflomal
надзор гегая	H1896	hbo:1896	fertility	1.0	6	eflomal;gloss
наперсник судный	H6472	hbo:6472	fertility	1.0	2	gloss
насмеялись над	G1702	grc:1702	fertility	1.0	2	eflomal
начальника синагоги	G0752	grc:752	fertility	1.0	4	eflomal
начальником годолию	H1436	hbo:1436a	fertility	1.0	2	eflomal
наше осуждает	G2607	grc:2607	fertility	1.0	2	eflomal
незнакомом языке	G1100	grc:1100	fertility	1.0	12	eflomal;gloss
нему лампад	H5216	hbo:5216	fertility	1.0	2	eflomal
несущий кувшин	G2765	grc:2765	fertility	1.0	4	eflomal;gloss
нибудь вещи	H3627	hbo:3627	fertility	1.0	3	eflomal
низких местах	H8219	hbo:8219	fertility	1.0	6	eflomal;gloss
низменные места	H8219	hbo:8219	fertility	1.0	6	eflomal;gloss
низменных местах	H8219	hbo:8219	fertility	1.0	8	eflomal;gloss
никакою работою	H4399	hbo:4399	fertility	1.0	2	gloss
ношении тяжестей	H4853	hbo:4853	fertility	1.0	2	eflomal
овед едом	H5654	hbo:5654	fertility	1.0	2	eflomal
овед едома	H5654	hbo:5654	fertility	1.0	8	eflomal
одежды свои	H0899	hbo:0899	fertility	1.0	3	eflomal
однолетний агнец	H3532	hbo:3532	fertility	1.0	22	eflomal;gloss
означением веса	H4948	hbo:4948	fertility	1.0	6	eflomal
окажется углубленным	H6013	hbo:6013	fertility	1.0	2	eflomal
орел налетит	H5404	hbo:5404	fertility	1.0	2	eflomal
осадные башни	H1785	hbo:1785	fertility	1.0	4	eflomal;gloss
осла привязанного	G1210	grc:1210	fertility	1.0	4	eflomal;gloss
оставляет блуждать	H8582	hbo:8582	fertility	1.0	2	eflomal
отдавайте кесарево	G0591	grc:591	fertility	1.0	5	eflomal;gloss
отдание праздника	H6116	hbo:6116	fertility	1.0	6	eflomal;gloss
охранное войско	H5333	hbo:5333	fertility	1.0	6	eflomal;gloss
охранные войска	H5333	hbo:5333	fertility	1.0	6	eflomal;gloss
охранный отряд	H5333	hbo:5333	fertility	1.0	4	eflomal;gloss
очищения нечистот	H5079	hbo:5079	fertility	1.0	2	eflomal
пасхального агнца	H6453	hbo:6453	fertility	1.0	11	eflomal;gloss
пахаф моава	H6355	hbo:6355	fertility	1.0	10	eflomal;gloss
первом месяце	H7223	hbo:7223	fertility	1.0	2	gloss
первый месяц	H7223	hbo:7223	fertility	1.0	9	eflomal
первых плодов	H1061	hbo:1061	fertility	1.0	3	eflomal
печь огнем	H0861	hbo:0861	fertility	1.0	5	eflomal
пить вино	G3630	grc:3630	fertility	1.0	4	eflomal;gloss
побьют камнями	H5619	hbo:5619	fertility	1.0	2	eflomal
повесил дереве	H8518	hbo:8518	fertility	1.0	2	eflomal
повреждение теле	H3971	hbo:3971a	fertility	1.0	2	eflomal
полки знаменами	H1713	hbo:1713a	fertility	1.0	2	eflomal
полуденную страну	H5045	hbo:5045	fertility	1.0	4	eflomal
полчища гогова	H1996	hbo:1996	fertility	1.0	2	gloss
помыслы убийства	G5408	grc:5408	fertility	1.0	2	eflomal
потребовал суда	G1941	grc:1941	fertility	1.0	5	eflomal;gloss
поутру встали	H7925	hbo:7925	fertility	1.0	2	eflomal
почитай нечистым	G2840	grc:2840	fertility	1.0	4	eflomal;gloss
пошлешь кончину	H7999	hbo:7999	fertility	1.0	2	eflomal
предав заклятию	H2763	hbo:2763	fertility	1.0	2	eflomal
предай заклятию	H2763	hbo:2763	fertility	1.0	2	eflomal
предал заклятию	H2763	hbo:2763	fertility	1.0	8	eflomal
предали заклятию	H2763	hbo:2763	fertility	1.0	3	eflomal
прежнее состояние	H6927	hbo:6927	fertility	1.0	6	eflomal;gloss
препоясав чресла	G3751	grc:3751	fertility	1.0	2	eflomal
престольном городе	H1002	hbo:1002	fertility	1.0	6	eflomal;gloss
при приношение хлебное	H4503	hbo:4503	fertility	1.0	7	eflomal
при хлебное приношение	H4503	hbo:4503	fertility	1.0	2	eflomal
приветствия народных	G0783	grc:783	fertility	1.0	2	eflomal
придут корабли	H6716	hbo:6716	fertility	1.0	4	eflomal;gloss
признаки девства	H1331	hbo:1331	fertility	1.0	2	eflomal
приношение хлебное	H4503	hbo:4503	fertility	1.0	64	eflomal;gloss
приношения освящении	H2598	hbo:2598	fertility	1.0	2	eflomal
приношения хлебного	H4503	hbo:4503	fertility	1.0	15	eflomal;gloss
природного жителя	H0249	hbo:0249	fertility	1.0	4	eflomal;gloss
пристать к	G2853	grc:2853	fertility	1.0	2	gloss
продолжение лет	G2094	grc:2094	fertility	1.0	2	eflomal
пройти игольные	G5169	grc:5169	fertility	1.0	2	eflomal
пророческое видение	H2377	hbo:2377	fertility	1.0	3	eflomal
против священного	H5980	hbo:5980	fertility	1.0	2	eflomal
прямыми сделайте	G2117	grc:2117	fertility	1.0	6	eflomal;gloss
пустой внутри	H5014	hbo:5014	fertility	1.0	4	eflomal;gloss
пшеничной муки	H5560	hbo:5560	fertility	1.0	12	eflomal
пшеничною мукою	H5560	hbo:5560	fertility	1.0	26	eflomal;gloss
пяти тысяч	G4000	grc:4000	fertility	1.0	5	eflomal
разделят пополам	H2673	hbo:2673	fertility	1.0	4	eflomal;gloss
рамоф галаадский	H7433	hbo:7433	fertility	1.0	25	eflomal;gloss
рамофе галаадском	H7433	hbo:7433	fertility	1.0	8	eflomal;gloss
рамофу галаадскому	H7433	hbo:7433	fertility	1.0	4	eflomal;gloss
расположились станом	H2583	hbo:2583	fertility	1.0	57	eflomal
расположился станом	H2583	hbo:2583	fertility	1.0	5	eflomal
расстилания сетей	H2764	hbo:2764a	fertility	1.0	4	eflomal;gloss
растерзанного зверем	H2966	hbo:2966	fertility	1.0	6	eflomal;gloss
реки евфрата	H5104	hbo:5104	fertility	1.0	3	eflomal
родословных списках записано	H3187	hbo:3187	fertility	1.0	4	eflomal;gloss
ругатели поступающие	G1703	grc:1703	fertility	1.0	4	eflomal;gloss
савл савл	G4549	grc:4549	fertility	1.0	3	eflomal
светлую одежду	G2986	grc:2986	fertility	1.0	2	eflomal
сделаюсь бессилен	H2470	hbo:2470	fertility	1.0	2	eflomal
серебро принесенное	H3701	hbo:3701	fertility	1.0	3	eflomal
серебряное блюдо	H3701	hbo:3701	fertility	1.0	3	eflomal
сигон есевонский	H5511	hbo:5511	fertility	1.0	2	eflomal
сими воротами	H0428	hbo:0428	fertility	1.0	2	eflomal
сказав это	G3004	grc:3004	fertility	1.0	2	eflomal
сказал это	H1696	hbo:1696	fertility	1.0	3	eflomal
слово верно	G3056	grc:3056	fertility	1.0	2	eflomal
слово уст	H0632	hbo:0632	fertility	1.0	4	eflomal;gloss
слоновой кости	H8127	hbo:8127	fertility	1.0	10	eflomal;gloss
слоновую кость	H8143	hbo:8143	fertility	1.0	4	eflomal;gloss
слуг областных	H5619	hbo:5619	fertility	1.0	4	eflomal;gloss
случится излияние	H7902	hbo:7902	fertility	1.0	3	eflomal
смело проповедывал	G3955	grc:3955	fertility	1.0	3	eflomal
смертной тени	H6757	hbo:6757	fertility	1.0	4	eflomal;gloss
совершать курения	H6999	hbo:6999	fertility	1.0	2	eflomal
сражение сириянами	H4421	hbo:4421	fertility	1.0	2	eflomal
средине неба	G3321	grc:3321	fertility	1.0	2	eflomal
ставит колено	H4294	hbo:4294	fertility	1.0	2	eflomal
ставить стан	H2583	hbo:2583	fertility	1.0	5	eflomal
стада козла	H8163	hbo:8163a	fertility	1.0	2	eflomal
стада овец	H6629	hbo:6629	fertility	1.0	4	eflomal
стороннего возьми	H5237	hbo:5237	fertility	1.0	2	eflomal
стоявших тут	G3936	grc:3936	fertility	1.0	4	eflomal;gloss
стрижение овец	H1494	hbo:1494	fertility	1.0	4	eflomal;gloss
строил ковы	H0693	hbo:0693	fertility	1.0	2	eflomal
суетной жизни	H1892	hbo:1892	fertility	1.0	2	eflomal
сушеных зерен	H7039	hbo:7039	fertility	1.0	5	eflomal;gloss
тени смертной	H6757	hbo:6757	fertility	1.0	16	eflomal;gloss
терпя более	G4722	grc:4722	fertility	1.0	4	eflomal;gloss
торжественное собрание	H6116	hbo:6116	fertility	1.0	4	eflomal;gloss
тутовых дерев	H1057	hbo:1057	fertility	1.0	6	eflomal;gloss
тщетно чтут	G4576	grc:4576	fertility	1.0	4	eflomal;gloss
узорчатой работы	H7551	hbo:7551	fertility	1.0	6	eflomal;gloss
утробы матерней	H0990	hbo:0990	fertility	1.0	2	eflomal
уцелел избежал	H8300	hbo:8300	fertility	1.0	3	eflomal
фараону египетскому	H6547	hbo:6547	fertility	1.0	2	eflomal
фафнай заречный	H8674	hbo:8674	fertility	1.0	7	eflomal;gloss
финиковых дерев	H8558	hbo:8558	fertility	1.0	4	eflomal;gloss
харошеф гоима	H2800	hbo:2800a	fertility	1.0	4	eflomal;gloss
хацацон фамаре	H2688	hbo:2688	fertility	1.0	4	eflomal;gloss
хлеб выколосился	H7054	hbo:7054	fertility	1.0	2	eflomal
хлебного приношения	H4503	hbo:4503	fertility	1.0	56	eflomal;gloss
хлебное приношение	H4503	hbo:4503	fertility	1.0	47	eflomal;gloss
хлебным приношением	H4503	hbo:4503	fertility	1.0	6	eflomal;gloss
хозяин дома	G3617	grc:3617	fertility	1.0	3	eflomal
хозяина дома	G3617	grc:3617	fertility	1.0	4	eflomal;gloss
хозяину дома	G3617	grc:3617	fertility	1.0	2	eflomal
худую молву	H1681	hbo:1681	fertility	1.0	6	eflomal;gloss
царице есфири	H4436	hbo:4436	fertility	1.0	2	eflomal
части пшеничной	H5560	hbo:5560	fertility	1.0	3	eflomal
части пшеничной муки	H5560	hbo:5560	fertility	1.0	2	eflomal
часть пшеничной муки	H5560	hbo:5560	fertility	1.0	2	eflomal
чаши блюда	G4221	grc:4221	fertility	1.0	2	eflomal
чему нибудь	H3605	hbo:3605	fertility	1.0	2	eflomal
четвертого рода	H7256	hbo:7256	fertility	1.0	8	eflomal;gloss
четыре тысячи	G5070	grc:5070	fertility	1.0	6	eflomal;gloss
четырех тысяч	G5070	grc:5070	fertility	1.0	4	eflomal;gloss
чистого золота	H6337	hbo:6337	fertility	1.0	4	eflomal;gloss
чистое золото	G2513	grc:2513	fertility	1.0	2	eflomal
член совета	G1010	grc:1010	fertility	1.0	4	eflomal;gloss
чудные дела	H6381	hbo:6381	fertility	1.0	10	eflomal;gloss
чуждых закона	G0459	grc:459	fertility	1.0	4	eflomal;gloss
юбилей отойдет	H3104	hbo:3104	fertility	1.0	2	eflomal
южной стороны	H5045	hbo:5045	fertility	1.0	2	eflomal
южную страну	H5045	hbo:5045	fertility	1.0	2	eflomal
мужеского пола	H2145	hbo:2145	fertility	0.936	44	eflomal
кириаф иарима	H7157	hbo:7157	fertility	0.917	22	eflomal;gloss
большой правой	H0931	hbo:0931	fertility	0.9	10	eflomal
голубой шерсти	H8504	hbo:8504	fertility	0.857	6	eflomal
восточного края	H6921	hbo:6921	fertility	0.833	12	eflomal
молодого осла	G4454	grc:4454	fertility	0.833	5	eflomal
боковые комнаты	H8372	hbo:8372	fertility	0.8	4	eflomal
громкий голос	G3173	grc:3173	fertility	0.8	5	eflomal
тяжкое иго	H5923,H3515	hbo:5923,hbo:3515	phrasal	0.778	9	eflomal
другим богам	H0312	hbo:0312	fertility	0.75	4	eflomal
моровая язва	H1698	hbo:1698	fertility	0.75	4	eflomal
никакой пользы	H3276	hbo:3276	fertility	0.75	4	eflomal
способный войне	H4421	hbo:4421	fertility	0.75	4	eflomal
веельзевула изгоняю	G1544	grc:1544	fertility	0.667	3	eflomal
вполне предано	H8003	hbo:8003	fertility	0.667	3	eflomal
обреченных заклание	H2028	hbo:2028	fertility	0.667	2	eflomal
правило правило	H6957	hbo:6957b	fertility	0.667	3	eflomal
мужеский пол	H2145,H2138	hbo:2145,hbo:2138	phrasal	0.636	22	eflomal;gloss
боже боже	H0430	hbo:0430	fertility	0.5	2	eflomal
буду более	H3254	hbo:3254	fertility	0.5	2	eflomal
вещественным началам	G4747	grc:4747	fertility	0.5	2	eflomal
внутреннюю комнату	H2315	hbo:2315	fertility	0.5	2	eflomal
возложила зарок	H0631	hbo:0631	fertility	0.5	2	eflomal
давать взаймы	H3867	hbo:3867a	fertility	0.5	2	eflomal
делаете добро	G0015	grc:15	fertility	0.5	2	eflomal
долиною енномовых	H1516	hbo:1516a	fertility	0.5	2	eflomal
жертвенник жертвенник	H4196	hbo:4196	fertility	0.5	2	eflomal
замки их	H4514	hbo:4514	fertility	0.5	4	eflomal
знамение чудо	H4159	hbo:4159	fertility	0.5	2	eflomal
изгоняет силою	G1544	grc:1544	fertility	0.5	2	eflomal
какой народ	H1471	hbo:1471	fertility	0.5	2	eflomal
крупного скота	H1241	hbo:1241	fertility	0.5	8	eflomal
локтей вышиною	H0520	hbo:0520	fertility	0.5	2	eflomal
ляжешь спать	H7901	hbo:7901	fertility	0.5	2	eflomal
молодых львов	H3715	hbo:3715	fertility	0.5	2	eflomal
музыкальными орудиями	H3627	hbo:3627	fertility	0.5	2	eflomal
никто не	G3367	grc:3367	fertility	0.5	2	eflomal
одна женщина	H0802	hbo:0802	fertility	0.5	2	eflomal
получили удел	H5157	hbo:5157	fertility	0.5	2	eflomal
пройдет через	H5674	hbo:5674	fertility	0.5	2	eflomal
рассуждению человеческому	G0444	grc:444	fertility	0.5	2	eflomal
родит младенца	H3205	hbo:3205	fertility	0.5	2	eflomal
самуилу самуил самуил	H8050	hbo:8050	fertility	0.5	2	eflomal
сберечь тот	G4982	grc:4982	fertility	0.5	2	eflomal
собственного сердца	H3820	hbo:3820	fertility	0.5	2	eflomal
суета сует	H1892	hbo:1892	fertility	0.5	2	eflomal
царь царей	G0935	grc:935	fertility	0.5	2	eflomal
чертога брачного	G3567	grc:3567	fertility	0.5	2	eflomal
другой стороны	H2088	hbo:2088	fertility	0.4	5	eflomal
восточным ветром	H6921	hbo:6921	fertility	0.333	3	eflomal
господь бог	H3068,H0430	hbo:3068,hbo:0430	phrasal	0.333	6	eflomal
дерева ситтим	H5982	hbo:5982	fertility	0.333	2	eflomal
пред ним	H6440	hbo:6440	fertility	0.333	3	eflomal
побить камнями	G3034	grc:3034	fertility	0.286	2	eflomal
были отменены	H5493	hbo:5493	fertility	0.25	4	eflomal
предан смерти	H4191	hbo:4191	fertility	0.25	4	eflomal
верхнюю одежду	H4598	hbo:4598	fertility	0.2	4	eflomal
свое время	H6256	hbo:6256	fertility	0.2	5	eflomal
однолетних агнцев	H3532,H8141	hbo:3532,hbo:8141	phrasal	0.111	18	eflomal
ангел вылил	G1632	grc:1632	fertility	0.0	7	eflomal
багряницу золотая	H2002	hbo:2002	fertility	0.0	2	eflomal
благоухание приятное	H7381	hbo:7381	fertility	0.0	7	eflomal
близко подходили	H5066	hbo:5066	fertility	0.0	2	eflomal
больше сделает	H3254	hbo:3254	fertility	0.0	2	eflomal
большой палец правой	H0931	hbo:0931	fertility	0.0	2	eflomal
брат брата	G0080	grc:80	fertility	0.0	2	eflomal
брошена печь	G2823	grc:2823	fertility	0.0	2	eflomal
будет какое	H3605	hbo:3605	fertility	0.0	2	eflomal
будет наследником	H3423	hbo:3423	fertility	0.0	2	eflomal
будет она	H1961	hbo:1961	fertility	0.0	2	eflomal
будете есть	H0398	hbo:0398	fertility	0.0	5	eflomal
будешь более	H3254	hbo:3254	fertility	0.0	2	eflomal
будут называть	H0559	hbo:0559	fertility	0.0	2	eflomal
великая святыня	H6944	hbo:6944	fertility	0.0	2	eflomal
великий народ	H1419	hbo:1419	fertility	0.0	2	eflomal
ветвистым деревом	H6086	hbo:6086	fertility	0.0	2	eflomal
вещи посвященные	H6944	hbo:6944	fertility	0.0	2	eflomal
вины достойной	G0156	grc:156	fertility	0.0	2	eflomal
военачальник адраазаров	H6635	hbo:6635	fertility	0.0	2	eflomal
волею божиею	G2307	grc:2307	fertility	0.0	2	eflomal
всадникам на	H7392	hbo:7392	fertility	0.0	2	eflomal
вспомнила о	H2142	hbo:2142	fertility	0.0	2	eflomal
